,0,1,2
4739,COL article_jvolumn VAL 31 ,COL article_jvolumn VAL 31 ,0
4740,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4741,COL article_jissue VAL 2 ,COL article_jissue VAL 2 ,0
4742,COL article_jcreated_at VAL 1/1/02 ,COL article_jcreated_at VAL 1/1/02 ,1
4743,COL article_jcreated_at VAL 1/2/01 ,COL article_jcreated_at VAL 1/2/01 ,0
4744,COL article_pagination VAL 119-125 7p ,COL article_pagination VAL 119-125 7p ,0
4745,"COL author_list VAL {""Rutherford OM"",""Kennedy J"",""Skelton DA""̂} ","COL author_list VAL {""Rutherford OM"",""Kennedy J"",""Skelton DA""̂} ",1
4746,"COL author_list VAL {""Rutherford OM"",""Kennedy J"",""Skelton DA""} ","COL author_list VAL {""Rutherford OM"",""Kennedy J"",""Skelton DA""} ",0
4747,COL article_title VAL Anxiety and d̂epression in patients with chronic obstructive pulmonary disease: an open agenda for research. ,COL article_title VAL Anxiety and d̂epression in patients with chronic obstructive pulmonary disease: an open agenda for research. ,1
4748,COL article_title VAL Anxiety and depression in patients with chronic obstructive pulmonary disease: an open agenda for research. ,COL article_title VAL Anxiety and depression in patients with chronic obstructive pulmonary disease: an open agenda for research. ,0
4749,COL article_language VAL  ,COL article_language VAL  ,0
4750,COL journal_title VAL Rev Med Chir ́Soc Med Nat Iasi ,COL journal_title VAL Rev Med Chir ́Soc Med Nat Iasi ,1
4751,COL journal_title VAL Rev Med Chir Soc Med Nat Iasi ,COL journal_title VAL Rev Med Chir Soc Med Nat Iasi ,0
4752,COL jounral_abbreviation VAL Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi ,COL jounral_abbreviation VAL Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi ,0
4753,COL journal_issn VAL 0048-7848 (Print) 0048-7848 ,COL journal_issn VAL 0048-7848 (Print) 0048-7848 ,0
4754,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4755,COL article_jvolumn VAL 118 ,COL article_jvolumn VAL 118 ,0
4756,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4757,COL article_jissue VAL 1 ,COL article_jissue VAL 1 ,0
4758,COL article_jcreated_at VAL  ,COL article_jcreated_at VAL  ,0
4759,COL article_pagination VAL 39-44 ,COL article_pagination VAL 39-44 ,0
4760,"COL author_list VAL {""Costin M."",""Dumbrav�_ E.L."",""Postolache P."",""Cojocaru D.C.""} ","COL author_list VAL {""Costin M."",""Dumbrav�_ E.L."",""Postolache P."",""Cojocaru D.C.""} ",1
4761,COL article_title VAL Classification of aūtogenous skull grafts in cranial reconstruction ,COL article_title VAL Classification of aūtogenous skull grafts in cranial reconstruction ,1
4762,COL article_title VAL Classification of autogenous skull grafts in cranial reconstruction ,COL article_title VAL Classification of autogenous skull grafts in cranial reconstruction ,0
4763,COL article_language VAL eng ,COL article_language VAL eng ,0
4764,COL journal_title VAL J Okla State M̀ed Assoc ,COL journal_title VAL J Okla State M̀ed Assoc ,1
4765,COL journal_title VAL J Okla State Med Assoc ,COL journal_title VAL J Okla State Med Assoc ,0
4766,COL jounral_abbreviation VAL The Journal of the Oklahoma State Medical Association ,COL jounral_abbreviation VAL The Journal of the Oklahoma State Medical Association ,0
4767,COL journal_issn VAL 0030-1876 (Print) 0030-1876 ,COL journal_issn VAL 0030-1876 (Print) 0030-1876 ,0
4768,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4769,COL article_jvolumn VAL 86 ,COL article_jvolumn VAL 86 ,0
4770,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4771,COL article_jissue VAL 7 ,COL article_jissue VAL 7 ,0
4772,COL article_jcreated_at VAL 1/93/01 ,COL article_jcreated_at VAL 1/93/01 ,0
4773,COL article_pagination VAL 327-32 ,COL article_pagination VAL 327-32 ,0
4774,"COL author_list VAL {""S. Pelofsky"",""P. D. Hu�nter""} ","COL author_list VAL {""S. Pelofsky"",""P. D. Hu�nter""} ",1
4775,"COL author_list VAL {""S. Pelofsky"",""P. D. Hunter""} ","COL author_list VAL {""S. Pelofsky"",""P. D. Hunter""} ",0
4776,COL article_title VAL An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital E�mergency Department ,COL article_title VAL An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital E�mergency Department ,1
4777,COL article_title VAL An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital Emergency Department ,COL article_title VAL An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital Emergency Department ,0
4778,COL article_language VAL  ,COL article_language VAL  ,0
4779,COL journal_title VAL ̃ ,COL journal_title VAL ̃ ,1
4780,COL journal_title VAL  ,COL journal_title VAL  ,0
4781,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4782,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4783,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4784,COL article_jvolumn VAL 0 ,COL article_jvolumn VAL 0 ,0
4785,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4786,COL article_jissue VAL 0 ,COL article_jissue VAL 0 ,0
4787,COL article_jcreated_at VAL  ,COL article_jcreated_at VAL  ,0
4788,COL article_pagination VAL  ,COL article_pagination VAL  ,0
4789,"COL author_list VAL {""NCT007́50412 ""} ","COL author_list VAL {""NCT007́50412 ""} ",1
4790,"COL author_list VAL {""NCT00750412 ""} ","COL author_list VAL {""NCT00750412 ""} ",0
4791,COL article_title VAL Implementing participatory intervention and research in communities: lessons from the Kahnawakê Schools Diabetes Prevention Project in Canada ,COL article_title VAL Implementing participatory intervention and research in communities: lessons from the Kahnawakê Schools Diabetes Prevention Project in Canada ,1
4792,COL article_title VAL Implementing participatory intervention and research in communities: lessons from the Kahnawake Schools Diabetes Prevention Project in Canada ,COL article_title VAL Implementing participatory intervention and research in communities: lessons from the Kahnawake Schools Diabetes Prevention Project in Canada ,0
4793,COL article_language VAL English ,COL article_language VAL English ,0
4794,COL journal_title VAL Social̃ Science and Medicine ,COL journal_title VAL Social̃ Science and Medicine ,1
4795,COL journal_title VAL Social Science and Medicine ,COL journal_title VAL Social Science and Medicine ,0
4796,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4797,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4798,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4799,COL article_jvolumn VAL 56 ,COL article_jvolumn VAL 56 ,0
4800,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4801,COL article_jissue VAL 6 ,COL article_jissue VAL 6 ,0
4802,COL article_jcreated_at VAL 1/1/03 ,COL article_jcreated_at VAL 1/1/03 ,1
4803,COL article_jcreated_at VAL 1/3/01 ,COL article_jcreated_at VAL 1/3/01 ,0
4804,COL article_pagination VAL 1295-1305 ,COL article_pagination VAL 1295-1305 ,0
4805,"COL author_list VAL {""T Delor̂mier"",""A C Macaulay"",""M Cargo"",""A M McComber"",""L Potvin""} ","COL author_list VAL {""T Delor̂mier"",""A C Macaulay"",""M Cargo"",""A M McComber"",""L Potvin""} ",1
4806,"COL author_list VAL {""T Delormier"",""A C Macaulay"",""M Cargo"",""A M McComber"",""L Potvin""} ","COL author_list VAL {""T Delormier"",""A C Macaulay"",""M Cargo"",""A M McComber"",""L Potvin""} ",0
4807,COL article_title VAL Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus̄ faecal samples. ,COL article_title VAL Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus̄ faecal samples. ,1
4808,COL article_title VAL Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples. ,COL article_title VAL Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples. ,0
4809,COL article_language VAL eng ,COL article_language VAL eng ,0
4810,COL journal_title VAL G̃ut ,COL journal_title VAL G̃ut ,1
4811,COL journal_title VAL Gut ,COL journal_title VAL Gut ,0
4812,COL jounral_abbreviation VAL Gut ,COL jounral_abbreviation VAL Gut ,0
4813,COL journal_issn VAL 0017-5749 ,COL journal_issn VAL 0017-5749 ,0
4814,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4815,COL article_jvolumn VAL 49 ,COL article_jvolumn VAL 49 ,0
4816,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4817,COL article_jissue VAL 6 ,COL article_jissue VAL 6 ,0
4818,COL article_jcreated_at VAL 12/1/01 ,COL article_jcreated_at VAL 12/1/01 ,1
4819,COL article_jcreated_at VAL 1/1/12 ,COL article_jcreated_at VAL 1/1/12 ,0
4820,COL article_pagination VAL 835-42 ,COL article_pagination VAL 835-42 ,0
4821,"COL author_list VAL {""R H Dowling"",""G M Murphy"",""P B Hylemon"",""G French"",""M J ̃Veysey"",""L A Thomas""} ","COL author_list VAL {""R H Dowling"",""G M Murphy"",""P B Hylemon"",""G French"",""M J ̃Veysey"",""L A Thomas""} ",1
4822,"COL author_list VAL {""R H Dowling"",""G M Murphy"",""P B Hylemon"",""G French"",""M J Veysey"",""L A Thomas""} ","COL author_list VAL {""R H Dowling"",""G M Murphy"",""P B Hylemon"",""G French"",""M J Veysey"",""L A Thomas""} ",0
4823,COL article_title VAL The role of viral infection in pulmònary exacerbations of     bronchiectasis in adults: a prospective study ,COL article_title VAL The role of viral infection in pulmònary exacerbations of     bronchiectasis in adults: a prospective study ,1
4824,COL article_title VAL The role of viral infection in pulmonary exacerbations of     bronchiectasis in adults: a prospective study ,COL article_title VAL The role of viral infection in pulmonary exacerbations of     bronchiectasis in adults: a prospective study ,0
4825,COL article_language VAL English ,COL article_language VAL English ,0
4826,COL journal_title VAL Chest̂ ,COL journal_title VAL Chest̂ ,1
4827,COL journal_title VAL Chest ,COL journal_title VAL Chest ,0
4828,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4829,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4830,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4831,COL article_jvolumn VAL 147 ,COL article_jvolumn VAL 147 ,0
4832,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4833,COL article_jissue VAL 6 ,COL article_jissue VAL 6 ,0
4834,COL article_jcreated_at VAL 1/1/15 ,COL article_jcreated_at VAL 1/1/15 ,1
4835,COL article_jcreated_at VAL 1/15/01 ,COL article_jcreated_at VAL 1/15/01 ,0
4836,COL article_pagination VAL 1635-1643 ,COL article_pagination VAL 1635-1643 ,0
4837,"COL author_list VAL {""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zh̀ong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""} ","COL author_list VAL {""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zh̀ong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""} ",1
4838,"COL author_list VAL {""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zhong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""} ","COL author_list VAL {""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zhong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""} ",0
4839,COL article_title VAL Feverfew (Tanacetum parthenium L̄.): A systematic review. ,COL article_title VAL Feverfew (Tanacetum parthenium L̄.): A systematic review. ,1
4840,COL article_title VAL Feverfew (Tanacetum parthenium L.): A systematic review. ,COL article_title VAL Feverfew (Tanacetum parthenium L.): A systematic review. ,0
4841,COL article_language VAL  ,COL article_language VAL  ,0
4842,COL journal_title VAL ̂ ,COL journal_title VAL ̂ ,1
4843,COL journal_title VAL  ,COL journal_title VAL  ,0
4844,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4845,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4846,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4847,COL article_jvolumn VAL 0 ,COL article_jvolumn VAL 0 ,0
4848,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4849,COL article_jissue VAL 0 ,COL article_jissue VAL 0 ,0
4850,COL article_jcreated_at VAL  ,COL article_jcreated_at VAL  ,0
4851,COL article_pagination VAL  ,COL article_pagination VAL  ,0
4852,COL author_list VAL ́{NULL} ,COL author_list VAL ́{NULL} ,1
4853,COL author_list VAL {NULL} ,COL author_list VAL {NULL} ,0
4854,COL article_title VAL Impact of second-line drug resistance on tub̂erculosis treatment outcomes in the United States: MDR-TB is bad enough ,COL article_title VAL Impact of second-line drug resistance on tub̂erculosis treatment outcomes in the United States: MDR-TB is bad enough ,1
4855,COL article_title VAL Impact of second-line drug resistance on tuberculosis treatment outcomes in the United States: MDR-TB is bad enough ,COL article_title VAL Impact of second-line drug resistance on tuberculosis treatment outcomes in the United States: MDR-TB is bad enough ,0
4856,COL article_language VAL English ,COL article_language VAL English ,0
4857,COL journal_title VAL � ,COL journal_title VAL � ,1
4858,COL journal_title VAL  ,COL journal_title VAL  ,0
4859,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4860,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4861,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4862,COL article_jvolumn VAL 16 ,COL article_jvolumn VAL 16 ,0
4863,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4864,COL article_jissue VAL 10 ,COL article_jissue VAL 10 ,0
4865,COL article_jcreated_at VAL 1/1/12 ,COL article_jcreated_at VAL 1/1/12 ,1
4866,COL article_jcreated_at VAL 1/12/01 ,COL article_jcreated_at VAL 1/12/01 ,0
4867,COL article_pagination VAL 1331-4 ,COL article_pagination VAL 1331-4 ,0
4868,"COL author_list VAL {""J. P. Cegielski"",""S. P.� Althomsons""} ","COL author_list VAL {""J. P. Cegielski"",""S. P.� Althomsons""} ",1
4869,"COL author_list VAL {""J. P. Cegielski"",""S. P. Althomsons""} ","COL author_list VAL {""J. P. Cegielski"",""S. P. Althomsons""} ",0
4870,COL article_title VAL Muscle variables of importance for physiological performance in competiti�ve football. ,COL article_title VAL Muscle variables of importance for physiological performance in competiti�ve football. ,1
4871,COL article_title VAL Muscle variables of importance for physiological performance in competitive football. ,COL article_title VAL Muscle variables of importance for physiological performance in competitive football. ,0
4872,COL article_language VAL ENG ,COL article_language VAL ENG ,0
4873,COL journal_title VAL European journal of aṕplied physiology ,COL journal_title VAL European journal of aṕplied physiology ,1
4874,COL journal_title VAL European journal of applied physiology ,COL journal_title VAL European journal of applied physiology ,0
4875,COL jounral_abbreviation VAL Eur. J. Appl. Physiol. ,COL jounral_abbreviation VAL Eur. J. Appl. Physiol. ,0
4876,COL journal_issn VAL 1439-6327 ,COL journal_issn VAL 1439-6327 ,0
4877,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4878,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4879,COL article_jcreated_at VAL 10/8/15 ,COL article_jcreated_at VAL 10/8/15 ,1
4880,COL article_jcreated_at VAL 8/15/10 ,COL article_jcreated_at VAL 8/15/10 ,0
4881,COL article_pagination VAL  ,COL article_pagination VAL  ,0
4882,"COL author_list VAL {""Sebastien Racinais"",""Oli�vier Girard"",""Lars Nybo"",""Magni Mohr"",""Martin Thomassen""} ","COL author_list VAL {""Sebastien Racinais"",""Oli�vier Girard"",""Lars Nybo"",""Magni Mohr"",""Martin Thomassen""} ",1
4883,"COL author_list VAL {""Sebastien Racinais"",""Olivier Girard"",""Lars Nybo"",""Magni Mohr"",""Martin Thomassen""} ","COL author_list VAL {""Sebastien Racinais"",""Olivier Girard"",""Lars Nybo"",""Magni Mohr"",""Martin Thomassen""} ",0
4884,COL article_title VAL Chapter 25 - Skin Manifêstations of HIV Infection ,COL article_title VAL Chapter 25 - Skin Manifêstations of HIV Infection ,1
4885,COL article_title VAL Chapter 25 - Skin Manifestations of HIV Infection ,COL article_title VAL Chapter 25 - Skin Manifestations of HIV Infection ,0
4886,COL article_language VAL  ,COL article_language VAL  ,0
4887,COL journal_title VAL ̃ ,COL journal_title VAL ̃ ,1
4888,COL journal_title VAL  ,COL journal_title VAL  ,0
4889,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4890,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4891,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4892,COL article_jvolumn VAL 0 ,COL article_jvolumn VAL 0 ,0
4893,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4894,COL article_jissue VAL 0 ,COL article_jissue VAL 0 ,0
4895,COL article_jcreated_at VAL 1/1/03 ,COL article_jcreated_at VAL 1/1/03 ,1
4896,COL article_jcreated_at VAL 1/3/01 ,COL article_jcreated_at VAL 1/3/01 ,0
4897,COL article_pagination VAL 663-695 ,COL article_pagination VAL 663-695 ,0
4898,"COL author_list VAL {""Gary P. Wormser"",""Alvin É. Friedman-Kien"",""Miguel Sanchez""} ","COL author_list VAL {""Gary P. Wormser"",""Alvin É. Friedman-Kien"",""Miguel Sanchez""} ",1
4899,"COL author_list VAL {""Gary P. Wormser"",""Alvin E. Friedman-Kien"",""Miguel Sanchez""} ","COL author_list VAL {""Gary P. Wormser"",""Alvin E. Friedman-Kien"",""Miguel Sanchez""} ",0
4900,COL article_title VAL Recurrent distal 16q duplication and terminal 22q dẽletion: prenatal diagnosis and genetic counseling ,COL article_title VAL Recurrent distal 16q duplication and terminal 22q dẽletion: prenatal diagnosis and genetic counseling ,1
4901,COL article_title VAL Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling ,COL article_title VAL Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling ,0
4902,COL article_language VAL eng ,COL article_language VAL eng ,0
4903,COL journal_title VAL ́ ,COL journal_title VAL ́ ,1
4904,COL journal_title VAL  ,COL journal_title VAL  ,0
4905,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4906,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4907,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4908,COL article_jvolumn VAL 49 ,COL article_jvolumn VAL 49 ,0
4909,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4910,COL article_jissue VAL 0 ,COL article_jissue VAL 0 ,0
4911,COL article_jcreated_at VAL 1/1/10 ,COL article_jcreated_at VAL 1/1/10 ,1
4912,COL article_jcreated_at VAL 1/10/01 ,COL article_jcreated_at VAL 1/10/01 ,0
4913,COL article_pagination VAL 544-7 ST  - Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling- ,COL article_pagination VAL 544-7 ST  - Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling- ,0
4914,"COL author_list VAL {""D. D. Town"",""C. P. Chen"",""Y. N. Su"",""W. CN  - PubMed DA  -� Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang"",""C. W. Pan"",""C. C. Lee"",""F. J. Tsai"",""P. C. Wu"",""M. C. Huang""} ","COL author_list VAL {""D. D. Town"",""C. P. Chen"",""Y. N. Su"",""W. CN  - PubMed DA  -� Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang"",""C. W. Pan"",""C. C. Lee"",""F. J. Tsai"",""P. C. Wu"",""M. C. Huang""} ",1
4915,"COL author_list VAL {""D. D. Town"",""C. P. Chen"",""Y. N. Su"",""W. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang"",""C. W. Pan"",""C. C. Lee"",""F. J. Tsai"",""P. C. Wu"",""M. C. Huang""} ","COL author_list VAL {""D. D. Town"",""C. P. Chen"",""Y. N. Su"",""W. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang"",""C. W. Pan"",""C. C. Lee"",""F. J. Tsai"",""P. C. Wu"",""M. C. Huang""} ",0
4916,COL article_title VAL Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cỳtologic results. ,COL article_title VAL Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cỳtologic results. ,1
4917,COL article_title VAL Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cytologic results. ,COL article_title VAL Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cytologic results. ,0
4918,COL article_language VAL eng ,COL article_language VAL eng ,0
4919,COL journal_title VAL Radioloĝy ,COL journal_title VAL Radioloĝy ,1
4920,COL journal_title VAL Radiology ,COL journal_title VAL Radiology ,0
4921,COL jounral_abbreviation VAL Radiology ,COL jounral_abbreviation VAL Radiology ,0
4922,COL journal_issn VAL 1527-1315 ,COL journal_issn VAL 1527-1315 ,0
4923,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4924,COL article_jvolumn VAL 270 ,COL article_jvolumn VAL 270 ,0
4925,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4926,COL article_jissue VAL 2 ,COL article_jissue VAL 2 ,0
4927,COL article_jcreated_at VAL 2/1/14 ,COL article_jcreated_at VAL 2/1/14 ,1
4928,COL article_jcreated_at VAL 1/14/02 ,COL article_jcreated_at VAL 1/14/02 ,0
4929,COL article_pagination VAL 629-30 ,COL article_pagination VAL 629-30 ,0
4930,"COL author_list VAL {""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming F̃an"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""} ","COL author_list VAL {""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming F̃an"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""} ",1
4931,"COL author_list VAL {""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming Fan"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""} ","COL author_list VAL {""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming Fan"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""} ",0
4932,COL article_title VAL The endoplasmic reticulum-associated VP7 of rotavirus is targeted to axons and dendrit́es in polarized neurons ,COL article_title VAL The endoplasmic reticulum-associated VP7 of rotavirus is targeted to axons and dendrit́es in polarized neurons ,1
4933,COL article_title VAL The endoplasmic reticulum-associated VP7 of rotavirus is targeted to axons and dendrites in polarized neurons ,COL article_title VAL The endoplasmic reticulum-associated VP7 of rotavirus is targeted to axons and dendrites in polarized neurons ,0
4934,COL article_language VAL English ,COL article_language VAL English ,0
4935,COL journal_title VAL Journal of Neurocytôlogy ,COL journal_title VAL Journal of Neurocytôlogy ,1
4936,COL journal_title VAL Journal of Neurocytology ,COL journal_title VAL Journal of Neurocytology ,0
4937,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4938,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4939,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4940,COL article_jvolumn VAL 22 ,COL article_jvolumn VAL 22 ,0
4941,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4942,COL article_jissue VAL 8 ,COL article_jissue VAL 8 ,0
4943,COL article_jcreated_at VAL 1/93/01 ,COL article_jcreated_at VAL 1/93/01 ,0
4944,COL article_pagination VAL 616-626 ,COL article_pagination VAL 616-626 ,0
4945,"COL author_list VAL {""K. Kristensson"",""L. Svensson"",""H. B. Greenberg"",""K. Wèclewicz""} ","COL author_list VAL {""K. Kristensson"",""L. Svensson"",""H. B. Greenberg"",""K. Wèclewicz""} ",1
4946,"COL author_list VAL {""K. Kristensson"",""L. Svensson"",""H. B. Greenberg"",""K. Weclewicz""} ","COL author_list VAL {""K. Kristensson"",""L. Svensson"",""H. B. Greenberg"",""K. Weclewicz""} ",0
4947,COL article_title VAL Telemedicine in the management of chronîc pain: a cost analysis study ,COL article_title VAL Telemedicine in the management of chronîc pain: a cost analysis study ,1
4948,COL article_title VAL Telemedicine in the management of chronic pain: a cost analysis study ,COL article_title VAL Telemedicine in the management of chronic pain: a cost analysis study ,0
4949,COL article_language VAL  ,COL article_language VAL  ,0
4950,COL journal_title VAL ̀Canadian Journal of Anaesthesia ,COL journal_title VAL ̀Canadian Journal of Anaesthesia ,1
4951,COL journal_title VAL Canadian Journal of Anaesthesia ,COL journal_title VAL Canadian Journal of Anaesthesia ,0
4952,COL jounral_abbreviation VAL  ,COL jounral_abbreviation VAL  ,0
4953,COL journal_issn VAL  ,COL journal_issn VAL  ,0
4954,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4955,COL article_jvolumn VAL 56 ,COL article_jvolumn VAL 56 ,0
4956,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4957,COL article_jissue VAL 8 ,COL article_jissue VAL 8 ,0
4958,COL article_jcreated_at VAL 1/1/09 ,COL article_jcreated_at VAL 1/1/09 ,1
4959,COL article_jcreated_at VAL 1/9/01 ,COL article_jcreated_at VAL 1/9/01 ,0
4960,COL article_pagination VAL 590-6 ,COL article_pagination VAL 590-6 ,0
4961,"COL author_list VAL {""R. Kern"",""A. Prònovost"",""P. Peng""} ","COL author_list VAL {""R. Kern"",""A. Prònovost"",""P. Peng""} ",1
4962,"COL author_list VAL {""R. Kern"",""A. Pronovost"",""P. Peng""} ","COL author_list VAL {""R. Kern"",""A. Pronovost"",""P. Peng""} ",0
4963,COL article_title VAL Moderation of cognit�ion-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour. ,COL article_title VAL Moderation of cognit�ion-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour. ,1
4964,COL article_title VAL Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour. ,COL article_title VAL Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour. ,0
4965,COL article_language VAL eng ,COL article_language VAL eng ,0
4966,COL journal_title VAL The Britîsh journal of social psychology / the British Psychological Society ,COL journal_title VAL The Britîsh journal of social psychology / the British Psychological Society ,1
4967,COL journal_title VAL The British journal of social psychology / the British Psychological Society ,COL journal_title VAL The British journal of social psychology / the British Psychological Society ,0
4968,COL jounral_abbreviation VAL Br J Soc Psychol ,COL jounral_abbreviation VAL Br J Soc Psychol ,0
4969,COL journal_issn VAL 0144-6665 ,COL journal_issn VAL 0144-6665 ,0
4970,COL article_jvolumn VAL  ,COL article_jvolumn VAL  ,1
4971,COL article_jvolumn VAL 43 ,COL article_jvolumn VAL 43 ,0
4972,COL article_jissue VAL  ,COL article_jissue VAL  ,1
4973,COL article_jissue VAL 0 ,COL article_jissue VAL 0 ,0
4974,COL article_jcreated_at VAL 6/1/04 ,COL article_jcreated_at VAL 6/1/04 ,1
4975,COL article_jcreated_at VAL 1/4/06 ,COL article_jcreated_at VAL 1/4/06 ,0
4976,COL article_pagination VAL 159-86 ,COL article_pagination VAL 159-86 ,0
4977,"COL author_list VAL {""Paschal Sheerañ"",""Richard Cooke""} ","COL author_list VAL {""Paschal Sheerañ"",""Richard Cooke""} ",1
4978,"COL author_list VAL {""Paschal Sheeran"",""Richard Cooke""} ","COL author_list VAL {""Paschal Sheeran"",""Richard Cooke""} ",0
