,ltable_id,rtable_id,label,l_entity,r_entity
2078,1044,980,0,"{'title': 'hoyle puzzle & board games 2007', 'manufacturer': 'encore software', 'price': 19.99, 'category': 'Puzzle & Board Games', 'subcategory': 'General', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Game', 'modelno': 'HBP2007'}","{'title': 'allume stuffit deluxe 10.0 os x 10.4 or higher', 'manufacturer': 'smith-micro-software', 'price': 69.99, 'category': 'Compression', 'subcategory': 'File Compression', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Software', 'modelno': '10.0'}"
2079,179,763,0,"{'title': 'ca arcserve bkup r11 .5 win dro sp1 prod only', 'manufacturer': 'computer associates', 'price': '', 'category': 'Backup and Recovery Software', 'subcategory': 'Arcserve', 'platform': 'Windows', 'edition': 'R11.5', 'type': 'Full Version', 'modelno': 'SP1'}","{'title': 'encore software 10392 network now ! pro ( win 98 me 2000 xp )', 'manufacturer': '', 'price': 34.97, 'category': 'Networking', 'subcategory': 'Network Management', 'platform': 'Windows', 'edition': 'Pro', 'type': 'Software', 'modelno': '10392'}"
2080,348,2845,0,"{'title': 'microsoft office & windows training', 'manufacturer': 'topics entertainment', 'price': 29.99, 'category': 'Software', 'subcategory': 'Microsoft Office & Windows', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Video Training', 'modelno': 'TKT-001'}","{'title': 'dr. seuss reading learning system 2008 encore', 'manufacturer': '', 'price': 19.95, 'category': 'Education', 'subcategory': 'Reading & Phonics', 'platform': 'PC', 'edition': 'Encore', 'type': 'E-book & Interactive Story', 'modelno': 'DSRLS2008-PC-ENC'}"
2081,1019,1542,0,"{'title': 'neuratron photoscore professional 4', 'manufacturer': 'sibelius-software-ltd .', 'price': 199.99, 'category': 'Photography', 'subcategory': 'Photo Editing', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Software', 'modelno': '4.0'}","{'title': 'scansoft textbridge pro v. 11', 'manufacturer': 'nuance-communications-inc .', 'price': 68.99, 'category': 'Software', 'subcategory': 'OCR Software', 'platform': 'MacOS', 'edition': 'Pro', 'type': 'Desktop OCR', 'modelno': 'TBP11-MAC'}"
2082,333,358,0,"{'title': 'adobe after effects 7.0 professional ( mac )', 'manufacturer': 'adobe', 'price': 999.0, 'category': 'Video Editing', 'subcategory': 'Professional Video Editing', 'platform': 'Mac', 'edition': 'Professional', 'type': 'Software', 'modelno': '7.0'}","{'title': 'adobe illustrator cs3 for mac academic', 'manufacturer': 'adobe-education-box', 'price': 199.99, 'category': 'Graphics & Design Software', 'subcategory': 'Vector Graphics', 'platform': 'Mac', 'edition': 'Academic', 'type': 'Boxed Software', 'modelno': '13'}"
2083,839,2112,0,"{'title': 'adobe photoshop cs3 extended', 'manufacturer': 'adobe', 'price': 999.0, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Mac', 'edition': 'Academic', 'type': 'Boxed', 'modelno': 'PHOTOSHOP-CS3-MAC-STD'}","{'title': 'adobe production premium cs3 software suite for windows professional editing software', 'manufacturer': '', 'price': 1698.95, 'category': 'Video Production', 'subcategory': 'Video Editing Software', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Video Editing Suite', 'modelno': 'APS-CS3-WP'}"
2084,838,1517,0,"{'title': 'computrace lojack for laptops 3 year license ( mac )', 'manufacturer': 'absolute software', 'price': 99.95, 'category': 'Security Software', 'subcategory': 'Anti-Theft Software', 'platform': 'Mac', 'edition': '3 Year License', 'type': 'Comprehensive Security', 'modelno': 'LFL-M2-12'}","{'title': 'computrace lojack for laptops 1 year license ( win 2000 xp )', 'manufacturer': '', 'price': 49.95, 'category': 'Security Software', 'subcategory': 'Computrace Lojack', 'platform': 'Windows 2000/XP', 'edition': '1 Year License', 'type': 'Laptop Security', 'modelno': 'LT1KW2000XP'}"
2085,1014,2791,0,"{'title': 'elementary advantage 2008', 'manufacturer': 'encore', 'price': 39.99, 'category': 'Elementary', 'subcategory': 'Advantage', 'platform': '2008', 'edition': 'Elementary', 'type': 'Book', 'modelno': '2008-Elementary-Book'}","{'title': 'adobe premiere pro cs3 video editing software for windows professional editing software', 'manufacturer': '', 'price': 798.95, 'category': 'Video Production', 'subcategory': 'Video Editing Software', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Video Editing Software', 'modelno': 'APC-CS3-001'}"
2086,1171,709,0,"{'title': 'stuffit deluxe 11', 'manufacturer': 'aladdin systems', 'price': 79.99, 'category': 'Compression', 'subcategory': 'File Compression', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Software', 'modelno': '11.0'}","{'title': 'encore inc monopoly 3', 'manufacturer': '', 'price': 7.17, 'category': 'Board Games', 'subcategory': 'Classic Games', 'platform': 'Nintendo Switch', 'edition': 'Limited Edition', 'type': 'Board Game', 'modelno': 'BG0004'}"
2087,572,2607,0,"{'title': 'adobe dreamweaver cs3 upgrade', 'manufacturer': 'adobe', 'price': 199.0, 'category': 'Software', 'subcategory': 'Web Design', 'platform': 'Mac', 'edition': 'Upgrade', 'type': 'Boxed', 'modelno': 'DWCS3UPG'}","{'title': 'adobe photoshop cs3 extended software full version for windows', 'manufacturer': '', 'price': 969.0, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Windows', 'edition': 'Full Version', 'type': 'Photoshop', 'modelno': 'CS3-EXT-WIN'}"
2088,1085,2057,0,"{'title': 'burning monkey solitaire 4.0', 'manufacturer': 'freeverse software', 'price': 24.95, 'category': 'Games', 'subcategory': 'Card', 'platform': 'iOS', 'edition': 'Standard', 'type': 'Puzzle', 'modelno': 'BS4'}","{'title': 'encore software 10118 adventure workshop 4th-6th grade 7th ed sb cs by riverdeep', 'manufacturer': '', 'price': 17.97, 'category': 'Education', 'subcategory': 'Language Arts', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '10118'}"
2089,329,548,0,"{'title': 'cluefinders 3rd grade adventures : mystery of mathra', 'manufacturer': 'learning company', 'price': '', 'category': 'Educational', 'subcategory': 'Math', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Game', 'modelno': 'CF3MA'}","{'title': 'topics entertainment math success deluxe 2008', 'manufacturer': '', 'price': 31.06, 'category': 'Education', 'subcategory': 'Mathematics', 'platform': 'DVD', 'edition': 'Deluxe', 'type': 'Software', 'modelno': 'TE08DVD'}"
2090,348,1497,0,"{'title': 'microsoft office & windows training', 'manufacturer': 'topics entertainment', 'price': 29.99, 'category': 'Software', 'subcategory': 'Training', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Digital', 'modelno': 'T1007-DVD'}","{'title': 'microsoft office and windows training professional', 'manufacturer': '', 'price': 29.99, 'category': 'Software', 'subcategory': 'Training', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Training', 'modelno': 'MOWT-PRO'}"
2091,753,1497,1,"{'title': 'microsoft office & windows training professional', 'manufacturer': 'topics entertainment', 'price': 49.95, 'category': 'Software', 'subcategory': 'Microsoft Office', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Training', 'modelno': '12345'}","{'title': 'microsoft office and windows training professional', 'manufacturer': '', 'price': 29.99, 'category': 'Software Training', 'subcategory': 'Office & Windows', 'platform': 'Microsoft Office', 'edition': 'Professional', 'type': 'Training', 'modelno': ''}"
2092,441,3213,0,"{'title': 'sony acid music studio', 'manufacturer': 'sony-pictures-digital-entertainment', 'price': 69.99, 'category': 'Music Production', 'subcategory': 'DAWs', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'ACIDMusicStudio'}","{'title': 'adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd', 'manufacturer': '', 'price': 104.99, 'category': 'Photo & Video Software', 'subcategory': 'Photo Editing & Video Editing', 'platform': 'Windows', 'edition': 'Education Edition', 'type': 'Software', 'modelno': 'PSE50PremiereElements30'}"
2093,288,500,0,"{'title': 'tonka search & rescue 2', 'manufacturer': 'infogrames', 'price': '', 'category': 'Toys & Games', 'subcategory': 'Toy Vehicles', 'platform': 'PlayStation 5', 'edition': 'Standard Edition', 'type': 'Video Game', 'modelno': 'TONKA-SR2-PS5'}","{'title': 'viva media llc learn to play chess with fritz & chesster', 'manufacturer': '', 'price': 26.14, 'category': 'Education', 'subcategory': 'Learning & Education Software', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'VIVA-94182'}"
2094,1018,1513,0,"{'title': 'wheel of fortune deluxe', 'manufacturer': 'encore', 'price': 19.99, 'category': 'Games', 'subcategory': 'Board Games', 'platform': 'PC', 'edition': 'Standard', 'type': 'Video Game', 'modelno': 'WOF-DELUXE'}","{'title': 'eidos interactive 40022 tomb raider : legend ds 788687400220', 'manufacturer': '', 'price': 19.8, 'category': 'Action-Adventure', 'subcategory': 'Shooter', 'platform': 'Nintendo DS', 'edition': 'Standard', 'type': 'Video Game', 'modelno': '788687400220'}"
2095,1014,2081,0,"{'title': 'elementary advantage 2008', 'manufacturer': 'encore', 'price': 39.99, 'category': 'Education', 'subcategory': 'Software', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Downloadable', 'modelno': 'EA2008-WIN-STD'}","{'title': 'encore software 13781 westward', 'manufacturer': '', 'price': 17.97, 'category': 'Books', 'subcategory': 'Fiction', 'platform': 'Hardcover', 'edition': 'First Edition', 'type': 'Book', 'modelno': '9781423101378'}"
2096,1158,2622,0,"{'title': 'burning monkey solitaire 2005 edition', 'manufacturer': 'freeverse software', 'price': 24.99, 'category': 'Games', 'subcategory': 'Card Games', 'platform': 'Mac', 'edition': '2005 Edition', 'type': 'Solitaire', 'modelno': '7001'}","{'title': 'redshift 5 ( national geographic presents ) ( win 98 me 2000 xp )', 'manufacturer': '', 'price': 39.99, 'category': 'Education', 'subcategory': 'Science', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'NGS-002'}"
2097,1053,845,0,"{'title': 'high school advantage 2008', 'manufacturer': 'encore', 'price': 39.99, 'category': 'Education', 'subcategory': 'Software', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Product', 'modelno': 'HSADV2008'}","{'title': 'topics entertainment instant immersion italian 2.0', 'manufacturer': '', 'price': 17.55, 'category': 'Language Learning', 'subcategory': 'Languages', 'platform': 'Android', 'edition': '2.0', 'type': 'App', 'modelno': ''}"
2098,823,1585,0,"{'title': 'microsoft word 2004 upgrade ( mac )', 'manufacturer': 'microsoft', 'price': 109.99, 'category': 'Productivity Software', 'subcategory': 'Office Suites', 'platform': 'Mac', 'edition': 'Upgrade', 'type': 'Software', 'modelno': '2004'}","{'title': 'microsoft office and windows training ( win 98 me nt 2000 xp )', 'manufacturer': '', 'price': 29.95, 'category': 'Software', 'subcategory': 'Microsoft Office & Windows', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Video Training', 'modelno': 'TKT-002'}"
2099,121,763,0,"{'title': 'microsoft licenses exch . srvr extrn conn sa eng ( 39400416 )', 'manufacturer': 'microsoft licenses', 'price': 42166.22, 'category': 'Software', 'subcategory': 'Business Software', 'platform': 'Windows', 'edition': 'Enterprise', 'type': 'Server', 'modelno': '394-00416'}","{'title': 'encore software 10392 network now ! pro ( win 98 me 2000 xp )', 'manufacturer': '', 'price': 34.97, 'category': 'Networking', 'subcategory': 'Network Management', 'platform': 'Windows', 'edition': 'Pro', 'type': 'Software', 'modelno': '10392'}"
2100,1014,2835,1,"{'title': 'elementary advantage 2008', 'manufacturer': 'encore', 'price': 39.99, 'category': 'Education', 'subcategory': 'Language Learning', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '2008'}","{'title': 'elementary advantage 2008 encore', 'manufacturer': '', 'price': 39.95, 'category': 'Education', 'subcategory': 'Language Learning', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '2008'}"
2101,328,989,0,"{'title': 'state standards grade 8', 'manufacturer': 'topics entertainment', 'price': 29.95, 'category': 'Education', 'subcategory': 'Test Preparation', 'platform': 'DVD', 'edition': '2014', 'type': 'Test Prep', 'modelno': 'TST-008'}","{'title': 'broderbund mavis beacon teaches typing standard17', 'manufacturer': '', 'price': 22.99, 'category': 'Education', 'subcategory': 'Typing & Keyboarding', 'platform': 'Windows 95/98/ME', 'edition': 'Standard Edition', 'type': 'Software', 'modelno': 'MBTYST17'}"
2102,741,1612,0,"{'title': 'illustrator cs3 13 mac ed 1u', 'manufacturer': 'adobe-education-box', 'price': 199.0, 'category': 'Graphics & Design Software', 'subcategory': 'Vector Graphics', 'platform': 'Mac', 'edition': 'Education', 'type': 'Boxed Software', 'modelno': '13'}","{'title': 'total training for adobe creative suite 3 design premium', 'manufacturer': '', 'price': 279.95, 'category': 'E-Learning', 'subcategory': 'Software Training', 'platform': '', 'edition': 'Total Training', 'type': 'DVD', 'modelno': ''}"
2103,961,9,1,"{'title': 'vegas movie studiodvd +8 plat', 'manufacturer': 'sony media', 'price': 129.95, 'category': '', 'subcategory': 'DVD', 'platform': 'Windows', 'edition': 'Platinum', 'type': 'Video Editing Software', 'modelno': 'VEGAS DVD Platinum 8'}","{'title': 'vegas movie studiodvd +8 plat', 'manufacturer': 'sony creative software', 'price': 92.99, 'category': '', 'subcategory': 'DVD', 'platform': 'Windows', 'edition': 'Platinum', 'type': 'Video Editing Software', 'modelno': 'VEGAS DVD Platinum 8'}"
2104,1212,2544,0,"{'title': 'math success deluxe 2008', 'manufacturer': 'topics entertainment', 'price': 49.99, 'category': 'Education', 'subcategory': 'Mathematics', 'platform': 'Windows', 'edition': 'Deluxe', 'type': 'Software', 'modelno': ''}","{'title': 'encore software 10741 the print shop 22 deluxe sb cs by the print shop', 'manufacturer': '', 'price': 42.97, 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Windows', 'edition': 'Deluxe', 'type': 'Desktop Publishing', 'modelno': '22'}"
2105,1020,1612,0,"{'title': 'elementary school advantage 2007', 'manufacturer': 'encore software', 'price': 29.99, 'category': 'Education', 'subcategory': 'Elementary School', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'ESA2007'}","{'title': 'total training for adobe creative suite 3 design premium', 'manufacturer': '', 'price': 279.95, 'category': 'E-Learning', 'subcategory': 'Graphic Design', 'platform': '', 'edition': 'Premium', 'type': 'Training', 'modelno': ''}"
2106,961,1082,0,"{'title': 'vegas movie studiodvd +8 plat', 'manufacturer': 'sony media', 'price': 129.95, 'category': '', 'subcategory': 'DVD', 'platform': 'Windows', 'edition': 'Platinum', 'type': 'Video Editing Software', 'modelno': 'VEGAS DVD Platinum 8'}","{'title': 'software cinema dvd-rom : dvdrom : photoshop cs2 advanced techniques ( training ) photoshop software', 'manufacturer': '', 'price': 159.95, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Windows', 'edition': 'Training', 'type': 'Software', 'modelno': ''}"
2107,574,3029,1,"{'title': 'microsoft mappoint 2006 with gps', 'manufacturer': 'microsoft', 'price': 349.0, 'category': 'Software', 'subcategory': 'Mapping and Navigation', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Desktop Software', 'modelno': '2006'}","{'title': 'microsoft mappoint 2006 with gps locator ( pc )', 'manufacturer': '', 'price': 349.99, 'category': 'Mapping & GPS Software', 'subcategory': 'Navigation Software', 'platform': 'Windows', 'edition': 'With GPS Locator', 'type': 'Boxed Software', 'modelno': '2006'}"
2108,1334,2395,0,"{'title': 'adobe creative suite cs3 web standard', 'manufacturer': 'adobe', 'price': 999.0, 'category': 'Web Design', 'subcategory': 'Software Suites', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Upgrade', 'modelno': 'CS3'}","{'title': 'adobe premiere elements 3 video editing software for windows consumer video editing software', 'manufacturer': '', 'price': 99.95, 'category': 'Video & Photo', 'subcategory': 'Video Editing & Production', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'APE-003'}"
2109,895,2532,0,"{'title': 'hoyle card games 2007', 'manufacturer': 'encore software', 'price': 19.99, 'category': 'Card Games', 'subcategory': 'Simulation', 'platform': 'Windows', 'edition': 'Deluxe', 'type': 'Game', 'modelno': 'HS07'}","{'title': 'h & r block taxcut premium federal and state with e-file efile software mac/win tax & finance software', 'manufacturer': '', 'price': 54.95, 'category': 'Tax Software', 'subcategory': 'Federal and State', 'platform': 'Mac/Windows', 'edition': 'Premium', 'type': 'Efile', 'modelno': ''}"
2110,455,3041,0,"{'title': 'brainfood games cranium collection 2006', 'manufacturer': 'encore software', 'price': 19.99, 'category': 'Educational', 'subcategory': 'Brain Games', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'Cranium Collection 2006'}","{'title': 'cluefinders 3rd grade adventures : mystery of mathra', 'manufacturer': '', 'price': 10.95, 'category': 'mathematics', 'subcategory': 'adventures', 'platform': 'grades 3-5', 'edition': '1st edition', 'type': 'educational', 'modelno': ''}"
2111,548,2532,0,"{'title': 'quickbooks pro 2007 small business financial software', 'manufacturer': 'intuit', 'price': 199.95, 'category': 'Financial Software', 'subcategory': 'Accounting Software', 'platform': 'Windows', 'edition': 'Pro', 'type': 'Accounting', 'modelno': 'QB2007'}","{'title': 'h & r block taxcut premium federal and state with e-file efile software mac/win tax & finance software', 'manufacturer': '', 'price': 54.95, 'category': 'Tax Software', 'subcategory': 'Federal and State', 'platform': 'Windows, Mac', 'edition': 'Premium', 'type': 'Electronic Download', 'modelno': ''}"
2112,1336,2055,0,"{'title': 'delorme topo usa mapping software 6.0 east region', 'manufacturer': 'delorme', 'price': 49.95, 'category': 'Software', 'subcategory': 'Mapping', 'platform': 'Windows', 'edition': '6.0', 'type': 'Topo', 'modelno': 'USA-EAST'}","{'title': 'encore software 10076 mavis beacon typing 17 standardby broderbund', 'manufacturer': '', 'price': 17.97, 'category': 'Productivity', 'subcategory': 'Typing & Keyboarding', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '10076'}"
2113,1038,2089,0,"{'title': 'printmaster 17 gold by encore software', 'manufacturer': 'encore software', 'price': 30.66, 'category': 'Design & Graphics', 'subcategory': 'Desktop Publishing', 'platform': 'Windows', 'edition': 'Gold', 'type': 'Software', 'modelno': '17 Gold'}","{'title': 'encore software 13871 tlc reader rabbit 1st grade learning system 2008', 'manufacturer': '', 'price': 17.97, 'category': 'Education', 'subcategory': 'Language Learning', 'platform': 'Windows', 'edition': '2008 Edition', 'type': 'Software', 'modelno': '13871'}"
2114,216,485,1,"{'title': 'adobe illustrator cs3 upgrade from freehand [ mac ]', 'manufacturer': 'adobe', 'price': 199.0, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Mac', 'edition': 'Upgrade', 'type': 'License', 'modelno': 'CS3'}","{'title': 'adobe illustrator cs3 upgrade from freehand for mac', 'manufacturer': '', 'price': 206.99, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Mac', 'edition': 'Upgrade', 'type': 'License', 'modelno': 'CS3'}"
2115,808,2008,0,"{'title': '3d home architect landscape designer v8', 'manufacturer': 'encore software', 'price': 29.99, 'category': '3D Modeling', 'subcategory': 'Architecture', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'V8'}","{'title': 'instant home design 3.0', 'manufacturer': '', 'price': 15.9, 'category': 'Home Design', 'subcategory': 'Software', 'platform': 'iOS', 'edition': 'Basic', 'type': 'Mobile App', 'modelno': 'Instant-HD-3.0'}"
2116,338,1032,0,"{'title': 'sega smash pack 2', 'manufacturer': 'activision', 'price': 19.95, 'category': 'Games', 'subcategory': 'Compilations', 'platform': 'Multiplatform', 'edition': 'Standard', 'type': 'Video Game', 'modelno': 'SM-002'}","{'title': 'punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc', 'manufacturer': '', 'price': 45.97, 'category': 'Architecture', 'subcategory': 'Design Software', 'platform': 'Windows', 'edition': 'Complete Product', 'type': 'Desktop', 'modelno': '38100'}"
2117,828,372,0,"{'title': 'pinnacle mobile media converter', 'manufacturer': 'pinnacle', 'price': 29.99, 'category': 'Software', 'subcategory': 'Video Conversion', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Converter', 'modelno': 'PMC-W'}","{'title': 'adobe premiere pro cs3 upgrade', 'manufacturer': '', 'price': 308.99, 'category': 'Software', 'subcategory': 'Video Editing', 'platform': 'Mac', 'edition': 'Upgrade', 'type': 'Pro', 'modelno': 'CS3'}"
2118,1264,2420,0,"{'title': 'punch ! professional home design suite', 'manufacturer': 'punch ! software', 'price': 69.99, 'category': 'Software', 'subcategory': 'Design & Illustration', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Suite', 'modelno': '1.0'}","{'title': 'punch software 38100 punch ! super home suite ( small box )', 'manufacturer': 'punch software', 'price': 45.99, 'category': 'Home & Personal', 'subcategory': 'Home Design', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'Punch-Suite-2022-Small'}"
2119,361,2377,0,"{'title': 'adobe creative suite cs3 web standard upsell', 'manufacturer': 'adobe', 'price': 799.0, 'category': 'Web Design', 'subcategory': 'Web Development', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Upsell', 'modelno': 'CS3'}","{'title': 'adobe after effects cs3 professional software for mac effects software', 'manufacturer': '', 'price': 998.95, 'category': 'Video Editing Software', 'subcategory': 'Adobe After Effects', 'platform': 'Mac', 'edition': 'CS3', 'type': 'Software', 'modelno': 'AAE031'}"
2120,981,3037,0,"{'title': 'instant immersion italian v2 .0 ( large box )', 'manufacturer': 'topics entertainment', 'price': 29.99, 'category': 'Language Learning', 'subcategory': 'Italian', 'platform': 'DVD', 'edition': '2.0', 'type': 'Software', 'modelno': 'ITA-V2-LB'}","{'title': 'csi : crime scene investigation', 'manufacturer': '', 'price': 10.95, 'category': 'Games', 'subcategory': 'Adventure', 'platform': 'Xbox', 'edition': 'Limited', 'type': 'Video Game', 'modelno': 'CSI002'}"
2121,1004,580,0,"{'title': 'professor teaches excel & word', 'manufacturer': 'individual software', 'price': 19.99, 'category': 'Software', 'subcategory': 'Office Suites', 'platform': 'Windows', 'edition': 'Standard', 'type': 'E-Learning Course', 'modelno': 'PTX-001'}","{'title': 'adobe dreamweaver cs3 academic', 'manufacturer': 'adobe-education-box', 'price': 195.99, 'category': 'Software', 'subcategory': 'Web Design', 'platform': 'Mac', 'edition': 'Academic', 'type': 'Boxed', 'modelno': 'DWCS3-AC-MAC'}"
2122,1085,1431,0,"{'title': 'burning monkey solitaire 4.0', 'manufacturer': 'freeverse software', 'price': 24.95, 'category': 'Games', 'subcategory': 'Card', 'platform': 'iOS', 'edition': 'Standard', 'type': 'Puzzle', 'modelno': 'BS4'}","{'title': 'encore software a5992jch dk rainbow fish most beautiful fish in the ocean win 95 98 me xp', 'manufacturer': '', 'price': 9.08, 'category': 'Education', 'subcategory': 'Language Learning', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'A5992JCH'}"
2123,961,2292,0,"{'title': 'vegas movie studiodvd +8 plat', 'manufacturer': 'sony media', 'price': 129.95, 'category': '', 'subcategory': 'DVD', 'platform': 'Windows', 'edition': 'Platinum', 'type': 'Video Editing Software', 'modelno': 'VEGAS DVD Platinum 8'}","{'title': 'adobe audition 2.0 audio production software educational discount audio software for video', 'manufacturer': 'adobe-education-box', 'price': 148.95, 'category': 'Audio Editing Software', 'subcategory': 'Educational Discounts', 'platform': 'Windows', 'edition': 'Educational', 'type': 'Desktop Software', 'modelno': 'AA20WIN-EDU'}"
2124,620,9,0,"{'title': 'adobe premiere pro cs3', 'manufacturer': 'adobe', 'price': 799.0, 'category': 'Video Editing Software', 'subcategory': 'Professional Video Editing', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Software', 'modelno': 'CS3'}","{'title': 'vegas movie studiodvd +8 plat', 'manufacturer': 'sony creative software', 'price': 92.99, 'category': '', 'subcategory': 'DVD', 'platform': 'Windows', 'edition': 'Platinum', 'type': 'Video Editing Software', 'modelno': 'VEGAS DVD Platinum 8'}"
2125,271,1170,0,"{'title': 'microsoft office small business 2007', 'manufacturer': 'microsoft software', 'price': 735.33, 'category': 'Productivity Software', 'subcategory': 'Office Suites', 'platform': 'Windows', 'edition': 'Small Business', 'type': 'Boxed Software', 'modelno': 'SBS2007'}","{'title': 'microsoft ( r ) works suite 2005', 'manufacturer': '', 'price': 99.99, 'category': 'Productivity Software', 'subcategory': 'Office Suites', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Desktop Software', 'modelno': 'RWS05'}"
2126,1068,2339,0,"{'title': 'the print shop elements : labels & logos sb cs by the print shop', 'manufacturer': 'encore software', 'price': '', 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software Suite', 'modelno': 'PRS-EL-LABELS'}","{'title': 'encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc', 'manufacturer': '', 'price': 17.97, 'category': 'Computers & Accessories', 'subcategory': 'Computer Software', 'platform': 'Windows', 'edition': 'Gold', 'type': 'Software', 'modelno': '17.0'}"
2127,605,998,1,"{'title': 'microsoft word 2004 ( mac )', 'manufacturer': 'microsoft', 'price': 229.99, 'category': 'Productivity Software', 'subcategory': 'Word Processing', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Software', 'modelno': '2004'}","{'title': 'microsoft word 2004', 'manufacturer': '', 'price': 209.99, 'category': 'Software', 'subcategory': 'Productivity', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Word Processor', 'modelno': ''}"
2128,376,2108,0,"{'title': 'printmaster gold v 17.0', 'manufacturer': 'nova development', 'price': 19.95, 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Windows', 'edition': 'Gold Edition', 'type': 'Graphics Software', 'modelno': '17.0'}","{'title': 'the printshop 20', 'manufacturer': '', 'price': 19.9, 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'PS20S'}"
2129,557,2302,0,"{'title': 'adobe creative suite cs3 production premium', 'manufacturer': 'adobe', 'price': 1699.0, 'category': 'Software', 'subcategory': 'Creative Suites', 'platform': 'Mac', 'edition': 'Premium', 'type': 'Production', 'modelno': 'CS3'}","{'title': 'intuit quickbooks pro 2007 software for windows tax & finance software', 'manufacturer': '', 'price': 179.95, 'category': 'Finance & Tax', 'subcategory': 'Business Finance', 'platform': 'Windows', 'edition': 'Pro 2007', 'type': 'Software', 'modelno': 'QBP2007-WIN'}"
2130,839,2607,1,"{'title': 'adobe photoshop cs3 extended', 'manufacturer': 'adobe', 'price': 999.0, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Windows', 'edition': 'Extended', 'type': 'Full Version', 'modelno': 'CS3'}","{'title': 'adobe photoshop cs3 extended software full version for windows', 'manufacturer': '', 'price': 969.0, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Windows', 'edition': 'Extended', 'type': 'Full Version', 'modelno': 'CS3'}"
2131,1190,2468,1,"{'title': 'punch ! professional home design', 'manufacturer': 'punch ! software', 'price': 89.99, 'category': 'Home Design', 'subcategory': 'Software', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Desktop', 'modelno': 'Punch Professional Home Design Suite'}","{'title': 'punch software 14100 punch ! professional home design suite for windows', 'manufacturer': 'punch software', 'price': 62.99, 'category': 'Software', 'subcategory': 'Design', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Home Design', 'modelno': '14100'}"
