,id,title,category,brand,modelno,price,query,category_predict,brand_predict
884,919,rubbermaid 3-hole punched plastic edge strip magazine holders for ring binders 12ct,stationery & office machinery,rubbermaid,,5.94,"{'title': 'rubbermaid 3-hole punched plastic edge strip magazine holders for ring binders 12ct', 'category': 'stationery & office machinery', 'brand': 'rubbermaid', 'price': 5.94}","['handbags', 'stationery & office machinery', 'storage', 'soi items - grocery hba pets', 'home care']","['generic', 'rubbermaid', 'rubbermaid commercial', 'post-it', 'avery']"
402,413,national brand texhide accounting book black burgundy 10 3 8 x 8 3 8,stationery & office machinery,national products ltd.,56211,25.94,"{'title': 'national brand texhide accounting book black burgundy 10 3 8 x 8 3 8', 'category': 'stationery & office machinery', 'brand': 'national products ltd.', 'modelno': '56211', 'price': 25.94}","['personal care', 'house wares', 'garden - general', 'stationery & office machinery', 'handbags']","['trademark global', 'generic', 'nec', 'national products ltd.', 'innovera']"
1825,1953,startech 3-port 2b 1a 1394 mini pci express firewire card adapter,electronics - general,startech,mpex1394b3,69.0,"{'title': 'startech 3-port 2b 1a 1394 mini pci express firewire card adapter', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'mpex1394b3', 'price': 69.0}","['computers', 'networking', 'electronics - general', 'automotive - general', 'printers']","['da-lite', 'vtech', 'startech', 'endust', 'roocase']"
1789,1917,nxg nx-3dglrk 3d active small rechargable glasses for lg and hisense,tv accessories,nxg,nx-3dglrk,77.88,"{'title': 'nxg nx-3dglrk 3d active small rechargable glasses for lg and hisense', 'category': 'tv accessories', 'brand': 'nxg', 'modelno': 'nx-3dglrk', 'price': 77.88}","['tv accessories', 'home theater', 'satellite radio', 'electronics : flat panel tv', 'television']","['gn netcom', 'gpx', 'vizio', 'lg', 'nxg']"
2141,2271,evga geforce 9500 gt 1gb pci-e 128bit ddr2,electronics - general,evga,01gp3n958lr,67.92,"{'title': 'evga geforce 9500 gt 1gb pci-e 128bit ddr2', 'category': 'electronics - general', 'brand': 'evga', 'modelno': '01gp3n958lr', 'price': 67.92}","['printers', 'electronics - general', 'automotive - general', 'monitors', 'toys - general']","['evga', 'vantec', 'general electric', 'ge', 'xfx']"
263,265,sony 62mm front lens cap,photography - general,sony,alc-f62a,9.0,"{'title': 'sony 62mm front lens cap', 'category': 'photography - general', 'brand': 'sony', 'modelno': 'alc-f62a', 'price': 9.0}","['camera and camcorder accessories', 'dvd accessories', 'photography - general', 'digital cameras', 'film cameras']","['sony', 'nikon', 'lowepro', 'lumiere l.a.', 'manfrotto']"
184,186,fellowes 55-piece computer maintenance tool kit,,fellowes,49106,43.88,"{'title': 'fellowes 55-piece computer maintenance tool kit', 'brand': 'fellowes', 'modelno': '49106', 'price': 43.88}","['computers', 'electronics - general', 'stationery & office machinery', 'hand tools', 'home care']","['fellowes', 'general electric', 'general tools', 'officemate', 'pc treasures']"
2098,2228,day-timer simply classic notebook planner black,stationery & office machinery,day-timer,d44276110701a,19.97,"{'title': 'day-timer simply classic notebook planner black', 'category': 'stationery & office machinery', 'brand': 'day-timer', 'modelno': 'd44276110701a', 'price': 19.97}","['software', 'personal care', 'computers', 'stationery & office machinery', 'portable audio']","['post-it', 'simplism', 'day-timer', 'generic', 'sharpie']"
1072,1114,ifrogz ep timbre in walnut with mic,electronics - general,ifrogz,epwbmicwalnut,34.82,"{'title': 'ifrogz ep timbre in walnut with mic', 'category': 'electronics - general', 'brand': 'ifrogz', 'modelno': 'epwbmicwalnut', 'price': 34.82}","['mp3', 'electronics - general', 'portable audio', 'toys - general', 'mp3 accessories']","['innovera', 'ifrogz', 'kroo', 'generic', 'topics ent']"
1179,1229,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,fva3437,24.99,"{'title': 'michigan wolverines iphone 4 case silicone cover', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva3437', 'price': 24.99}","['handbags', 'memory', 'mice', 'electronics - general', 'accessories apparel']","['apple', 'midland', 'tribeca', 'msi', 'team pro mark']"
926,963,rediform office products ecologix recycled weekly planner 15-minute appts . wirebound 11 x 8-1 2 green 2012,stationery & office machinery,rediform office products,,14.19,"{'title': 'rediform office products ecologix recycled weekly planner 15-minute appts . wirebound 11 x 8-1 2 green 2012', 'category': 'stationery & office machinery', 'brand': 'rediform office products', 'price': 14.19}","['stationery & office machinery', 'computers', 'printers', 'mp3', 'software']","['redi-tag corporation', 'rolodex', 'generic', 'rediform office products', 'pentel']"
1802,1930,targus ipad deluxe zierra case and accessory bundle black,mp3 accessories,targus,bus0250,79.99,"{'title': 'targus ipad deluxe zierra case and accessory bundle black', 'category': 'mp3 accessories', 'brand': 'targus', 'modelno': 'bus0250', 'price': 79.99}","['usb drives', 'software', 'mp3 accessories', 'computers', 'mp3']","['topics ent', 'simplism', 'macsense', 'terk', 'targus']"
878,913,kensington 15.4 classic nylon laptop sleeve black,electronics - general,kensington,k62562us,20.88,"{'title': 'kensington 15.4 classic nylon laptop sleeve black', 'category': 'electronics - general', 'brand': 'kensington', 'modelno': 'k62562us', 'price': 20.88}","['electronics - general', 'mp3 accessories', 'handbags', 'photography - general', 'memory']","['oxford', 'kensington', 'stanley', 'limited luxury', 'draper']"
1615,1726,guardian ecoguard indoor rubber wiper mats 24 x 36 charcoal,,guardian,eg020304,23.97,"{'title': 'guardian ecoguard indoor rubber wiper mats 24 x 36 charcoal', 'brand': 'guardian', 'modelno': 'eg020304', 'price': 23.97}","['rugs', 'home care', 'garden - general', 'storage', 'electronics - general']","['motion systems', 'diaper dude', 'guardian', 'limited luxury', 'powermat']"
1394,1459,sentry headart extreme folding headphones black,mp3 accessories,sentry,sentry dj style bk,12.98,"{'title': 'sentry headart extreme folding headphones black', 'category': 'mp3 accessories', 'brand': 'sentry', 'modelno': 'sentry dj style bk', 'price': 12.98}","['accessories apparel', 'mp3 accessories', 'portable audio', 'mp3', 'camcorders']","['sentry', 'imation', 'motion systems', 'guardian', 'scosche']"
584,600,kensington k72334us slimblade mouse with nano receiver - laser,mice,kensington,k72334us,32.88,"{'title': 'kensington k72334us slimblade mouse with nano receiver - laser', 'category': 'mice', 'brand': 'kensington', 'modelno': 'k72334us', 'price': 32.88}","['computers', 'rugs', 'software', 'memory', 'mice']","['stanley', 'elite', 'kensington', 'microsoft', 'crown']"
1839,1969,velcro 12 memo board,stationery & office machinery,velcro,91655,9.88,"{'title': 'velcro 12 memo board', 'category': 'stationery & office machinery', 'brand': 'velcro', 'modelno': '91655', 'price': 9.88}","['handbags', 'accessories apparel', 'mp3 accessories', 'stationery & office machinery', 'computers']","['generic', 'simplism', 'writeright', 'grip', 'velcro']"
677,699,avery file folder labels on mini-sheets 3-7 16 x 2 3 300 pack,stationery & office machinery,avery,2180,9.21,"{'title': 'avery file folder labels on mini-sheets 3-7 16 x 2 3 300 pack', 'category': 'stationery & office machinery', 'brand': 'avery', 'modelno': '2180', 'price': 9.21}","['stationery & office machinery', 'accessories apparel', 'handbags', 'printers', 'mice']","['avery', 'avery personal creations', 'sharpie', 'generic', 'lexmark']"
2041,2171,draper glass beaded signature series e electric screen - av format 72 x 96,electronics - general,draper,111348,2252.45,"{'title': 'draper glass beaded signature series e electric screen - av format 72 x 96', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '111348', 'price': 2252.45}","['rugs', 'electronics - general', 'automotive - general', 'monitors', 'computers']","['generic', 'da-lite', 'victor', 'draper', 'gemini']"
217,219,microsoft wireless mobile mouse 4000 sgkomen pink,mice,microsoft,d5d-00052,20.0,"{'title': 'microsoft wireless mobile mouse 4000 sgkomen pink', 'category': 'mice', 'brand': 'microsoft', 'modelno': 'd5d-00052', 'price': 20.0}","['mice', 'computers', 'software', 'desktop computers', 'memory']","['microsoft', 'wincraft', 'msi', 'razer', 'bluelounge']"
2143,2273,verbatim 95355 ultralife 8x dvd-r media,mp3 accessories,verbatim,95355,84.67,"{'title': 'verbatim 95355 ultralife 8x dvd-r media', 'category': 'mp3 accessories', 'brand': 'verbatim', 'modelno': '95355', 'price': 84.67}","['ipod', 'mp3', 'usb drives', 'portable audio', 'mp3 accessories']","['verbatim', 'speck', 'imation', 'simplism', 'nuance']"
496,510,tripp lite 10 usb 2.0 a to micro-usb b device cable,electronics - general,tripp lite,u050-010,6.88,"{'title': 'tripp lite 10 usb 2.0 a to micro-usb b device cable', 'category': 'electronics - general', 'brand': 'tripp lite', 'modelno': 'u050-010', 'price': 6.88}","['networking', 'printers', 'electronics - general', 'computers', 'portable audio']","['da-lite', 'tripp lite', 'post-it', 'tp link', 'cp tech']"
2063,2193,plustek bookreader v100 - b66-bbe21-a,computers,plustek,b66-bbe21-a,539.88,"{'title': 'plustek bookreader v100 - b66-bbe21-a', 'category': 'computers', 'brand': 'plustek', 'modelno': 'b66-bbe21-a', 'price': 539.88}","['electronics - general', 'software', 'laptop computers', 'computers', 'desktop computers']","['plustek', 'aiptek', 'syba multimedia', 'wintec', 'solidtek']"
1963,2093,epson t125420 yellow durabrite cartridge,printers,epson,t125420,11.88,"{'title': 'epson t125420 yellow durabrite cartridge', 'category': 'printers', 'brand': 'epson', 'modelno': 't125420', 'price': 11.88}","['computers', 'stationery & office machinery', 'printers', 'monitors', 'electronics - general']","['generic', 'epson', 'xerox', 'hp', 'pny']"
23,23,avery shipping labels for color laser copier 3-3 4 x 4-3 4 matte white 100 pack,stationery & office machinery,avery,,16.67,"{'title': 'avery shipping labels for color laser copier 3-3 4 x 4-3 4 matte white 100 pack', 'category': 'stationery & office machinery', 'brand': 'avery', 'price': 16.67}","['stationery & office machinery', 'printers', 'handbags', 'art & craft supplies', 'accessories apparel']","['sharpie', 'avery personal creations', 'post-it', 'generic', 'avery']"
279,281,nextware jellybean case for ipad black,mp3 accessories,nextware,jelpad-bk,29.95,"{'title': 'nextware jellybean case for ipad black', 'category': 'mp3 accessories', 'brand': 'nextware', 'modelno': 'jelpad-bk', 'price': 29.95}","['software', 'mp3 accessories', 'toys - games', 'camcorders', 'mp3']","['encore', 'nextware', 'encore software', 'simplism', 'marware']"
1412,1478,penpower worldcard ultra sheetfed scanner,,penpower,swocr0038,129.0,"{'title': 'penpower worldcard ultra sheetfed scanner', 'brand': 'penpower', 'modelno': 'swocr0038', 'price': 129.0}","['electronics - general', 'printers', 'computers', 'phones', 'toys - general']","['wacom tech corp.', 'vtech', 'xerox', 'visioneer', 'visiontek']"
1721,1847,boise fireworx colored cover stock paper 250 sheets - available in various colors,,boise,mp2651be,10.47,"{'title': 'boise fireworx colored cover stock paper 250 sheets - available in various colors', 'brand': 'boise', 'modelno': 'mp2651be', 'price': 10.47}","['stationery & office machinery', 'computers', 'printers', 'storage', 'garden - general']","['s j paper', 'boise', 'rolodex', 'paper mate', 'wausau paper']"
366,372,cms products v2abs-500 abs hard drive,hard drives,cms products,v2abs-500,119.98,"{'title': 'cms products v2abs-500 abs hard drive', 'category': 'hard drives', 'brand': 'cms products', 'modelno': 'v2abs-500', 'price': 119.98}","['computers', 'hard drives', 'usb drives', 'storage', 'software']","['neatreceipts', 'microsoft', 'avid technology', 'srs labs', 'cms products']"
1661,1774,crown cross-over indoor outdoor olefin poly wiper scraper mat 36 x 60 brown,home care,crown,cs0035br,59.97,"{'title': 'crown cross-over indoor outdoor olefin poly wiper scraper mat 36 x 60 brown', 'category': 'home care', 'brand': 'crown', 'modelno': 'cs0035br', 'price': 59.97}","['stationery & office machinery', 'home care', 'rugs', 'furniture', 'soi items - grocery hba pets']","['scotch', 'cross', 'royal', 'royal consumer', 'crown']"
242,244,da-lite video spectra 1.5 model c manual screen - 7 x 9 av format,,da-lite,82965,503.99,"{'title': 'da-lite video spectra 1.5 model c manual screen - 7 x 9 av format', 'brand': 'da-lite', 'modelno': '82965', 'price': 503.99}","['electronics - general', 'automotive - general', 'computers', 'photography - general', 'desktop computers']","['startech', 'draper', 'evga', 'vantec', 'da-lite']"
1616,1727,hp touchpad - touchstone charging dock stand,electronics - general,hp,,35.0,"{'title': 'hp touchpad - touchstone charging dock stand', 'category': 'electronics - general', 'brand': 'hp', 'price': 35.0}","['printers', 'electronics - general', 'mice', 'computers', 'desktop computers']","['hp', 'ibm', 'penpower', 'pny', 'fujitsu']"
2344,2477,jvc inner-ear sports clip earbuds violet,electronics - general,jvc,haebx5v,19.95,"{'title': 'jvc inner-ear sports clip earbuds violet', 'category': 'electronics - general', 'brand': 'jvc', 'modelno': 'haebx5v', 'price': 19.95}","['toys - general', 'phones', 'laptop computers', 'television', 'electronics - general']","['rca', 'jwin', 'jvc', 'iluv', 'htc']"
1441,1507,elite screens maxwhite vmax2 plus2 series ezelectric motorized screen - 135 diagonal in white case,electronics - general,elite screens,vmax135xwh2,729.99,"{'title': 'elite screens maxwhite vmax2 plus2 series ezelectric motorized screen - 135 diagonal in white case', 'category': 'electronics - general', 'brand': 'elite screens', 'modelno': 'vmax135xwh2', 'price': 729.99}","['software', 'mice', 'electronics - general', 'computers', 'monitors']","['apex', 'elite', 'elite screens', 'avid technology', 'encore']"
1029,1070,chicago cubs pink iphone 4 hard case,electronics - general,tribeca,fva4424,29.99,"{'title': 'chicago cubs pink iphone 4 hard case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4424', 'price': 29.99}","['handbags', 'mice', 'furniture', 'electronics - general', 'accessories apparel']","['cta', 'team pro mark', 'tribeca', 'ibm', 'general electric']"
886,921,platt heavy-duty polyethylene case with wheels and telescoping handle in gray 15 x 23 x 10,electronics - general,platt,231510ahg,317.99,"{'title': 'platt heavy-duty polyethylene case with wheels and telescoping handle in gray 15 x 23 x 10', 'category': 'electronics - general', 'brand': 'platt', 'modelno': '231510ahg', 'price': 317.99}","['computers', 'furniture', 'electronics - general', 'stationery & office machinery', 'desktop computers']","['pentel', 'sharp', 'platt', 'stanley', 'adams']"
1239,1293,avery dot matrix printer address labels 1 across 3-1 2 x 1-7 16 white 5000 box,stationery & office machinery,avery,4020,31.69,"{'title': 'avery dot matrix printer address labels 1 across 3-1 2 x 1-7 16 white 5000 box', 'category': 'stationery & office machinery', 'brand': 'avery', 'modelno': '4020', 'price': 31.69}","['printers', 'stationery & office machinery', 'accessories apparel', 'mice', 'art & craft supplies']","['avery personal creations', 'sharpie', 'generic', 'avery', 'lexmark']"
1947,2077,wintec filemate 16gb color mini usb flash drive aqua,usb drives,,3fmsp01u2aq-16g-r,24.84,"{'title': 'wintec filemate 16gb color mini usb flash drive aqua', 'category': 'usb drives', 'modelno': '3fmsp01u2aq-16g-r', 'price': 24.84}","['hard drives', 'usb drives', 'mice', 'software', 'electronics - general']","['vivitar', 'wintec', 'vantec', 'actiontec', 'wincraft']"
484,497,hon 310 series full-suspension file,storage,hon,315cpp,549.0,"{'title': 'hon 310 series full-suspension file', 'category': 'storage', 'brand': 'hon', 'modelno': '315cpp', 'price': 549.0}","['storage', 'soi items - grocery hba pets', 'stationery & office machinery', 'spices', 'furniture']","['hon', 'generic', 'innovera', 'atrend', 'sage']"
1881,2011,sumdex neometro route brief for 17 macbook pro,electronics - general,sumdex,154678,55.99,"{'title': 'sumdex neometro route brief for 17 macbook pro', 'category': 'electronics - general', 'brand': 'sumdex', 'modelno': '154678', 'price': 55.99}","['software', 'mp3 accessories', 'computers', 'electronics - general', 'mp3']","['simplism', 'sumdex', 'sumas', 'maccase', 'macsense']"
1327,1388,cocoon innovations 13 kips bay macbook case black,electronics - general,cocoon innovations,cps365bk,59.99,"{'title': 'cocoon innovations 13 kips bay macbook case black', 'category': 'electronics - general', 'brand': 'cocoon innovations', 'modelno': 'cps365bk', 'price': 59.99}","['toys - general', 'mp3 accessories', 'portable audio', 'usb drives', 'electronics - general']","['speck', 'micro innovations', 'maccase', 'cocoon innovations', 'macsense']"
274,276,sony vgp-bkb1 bluetooth wireless keyboard,electronics - general,sony,vgpbkb1,97.15,"{'title': 'sony vgp-bkb1 bluetooth wireless keyboard', 'category': 'electronics - general', 'brand': 'sony', 'modelno': 'vgpbkb1', 'price': 97.15}","['photography - general', 'mp3 accessories', 'digital cameras', 'laptop computers', 'electronics - general']","['fujitsu', 'v7', 'digital innovations', 'sony', 'olympus']"
1191,1241,sharpie retractable permanent markers fine point set of 12 black,stationery & office machinery,sharpie,32701,13.64,"{'title': 'sharpie retractable permanent markers fine point set of 12 black', 'category': 'stationery & office machinery', 'brand': 'sharpie', 'modelno': '32701', 'price': 13.64}","['stationery & office machinery', 'accessories apparel', 'printers', 'portable audio', 'handbags']","['sharpie', 'generic', 'simplism', 'sharp', 'writeright']"
1110,1157,samsung dvd-c500 up-convert dvd player,dvd players,samsung,dvd-c500,59.99,"{'title': 'samsung dvd-c500 up-convert dvd player', 'category': 'dvd players', 'brand': 'samsung', 'modelno': 'dvd-c500', 'price': 59.99}","['dvd players', 'television', 'home theater', 'electronics : flat panel tv', 'satellite radio']","['samsung', 'magnavox', 'lg', 'sakar', 'arkon']"
1479,1546,logitech clearchat style pc headset,electronics - general,logitech,9.81000018 e8,16.84,"{'title': 'logitech clearchat style pc headset', 'category': 'electronics - general', 'brand': 'logitech', 'modelno': '9.81000018 e8', 'price': 16.84}","['monitors', 'desktop computers', 'computers', 'mice', 'electronics - general']","['lenovo', 'razer', 'general electric', 'logitech', 'roocase']"
1908,2038,clarity professional xl45 digital extra loud cid big button speakerphone,electronics - general,clarity,54500.001,96.84,"{'title': 'clarity professional xl45 digital extra loud cid big button speakerphone', 'category': 'electronics - general', 'brand': 'clarity', 'modelno': '54500.001', 'price': 96.84}","['electronics - general', 'monitors', 'portable audio', 'photography - general', 'software']","['clarity', 'honest technology', 'sharp', 'writeright', 'simplism']"
1962,2092,night owl zeus-810 16-channel h. 264 dvr kit with 1tb hard drive,electronics - general,night owl,,773.82,"{'title': 'night owl zeus-810 16-channel h. 264 dvr kit with 1tb hard drive', 'category': 'electronics - general', 'brand': 'night owl', 'price': 773.82}","['garden - general', 'portable audio', 'electronics - general', 'monitors', 'computers']","['night owl', 'razer', 'dreamgear', 'bluelounge', 'eye-fi']"
827,858,netgear prosafe srx5308 4-port vpn appliance,networking,netgear,srx5308-100nas,448.0,"{'title': 'netgear prosafe srx5308 4-port vpn appliance', 'category': 'networking', 'brand': 'netgear', 'modelno': 'srx5308-100nas', 'price': 448.0}","['networking', 'computers', 'prepaid wireless phones', 'satellite radio', 'walkie-talkie/frs']","['dreamgear', 'iogear', 'gn netcom', 'netgear', 'link depot']"
1967,2097,hp 564 tri-color combo inkjet cartridge cd994fn,printers,hp,hp cd994fn,26.5,"{'title': 'hp 564 tri-color combo inkjet cartridge cd994fn', 'category': 'printers', 'brand': 'hp', 'modelno': 'hp cd994fn', 'price': 26.5}","['printers', 'stationery & office machinery', 'monitors', 'computers', 'electronics - general']","['hp', 'pny', 'lexmark', 'xerox', 'ibm']"
1620,1731,seiko slp-35l slide label,stationery & office machinery,seiko,slp-35l,14.88,"{'title': 'seiko slp-35l slide label', 'category': 'stationery & office machinery', 'brand': 'seiko', 'modelno': 'slp-35l', 'price': 14.88}","['furniture', 'accessories apparel', 'stationery & office machinery', 'monitors', 'camera and camcorder accessories']","['seiko', 'siig', 'casio', 'sanyo', 'sakar']"
1603,1677,draper m2500 access multiview series v electric screen - hdtv to ntsc 133 diagonal,electronics - general,draper,105012,3685.0,"{'title': 'draper m2500 access multiview series v electric screen - hdtv to ntsc 133 diagonal', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '105012', 'price': 3685.0}","['automotive - general', 'printers', 'monitors', 'electronics - general', 'computers']","['draper', 'ibm', 'da-lite', 'victor', 'wintec']"
1966,2096,inland titan pro rolling notebook case,computers,inland,ipi02453,47.88,"{'title': 'inland titan pro rolling notebook case', 'category': 'computers', 'brand': 'inland', 'modelno': 'ipi02453', 'price': 47.88}","['rugs', 'computers', 'electronics - general', 'stationery & office machinery', 'software']","['inland', 'team pro mark', 'elite', 'avid technology', 'vivitar']"
1502,1569,dixie heavyweight plastic teaspoons 100ct,,dixie,th207,7.15,"{'title': 'dixie heavyweight plastic teaspoons 100ct', 'brand': 'dixie', 'modelno': 'th207', 'price': 7.15}","['house wares', 'spices', 'soi items - grocery hba pets', 'storage', 'beverages']","['scotch', 'marware', 'rubbermaid commercial', 'dixie', 'hon']"
173,175,san diego chargers camera case,electronics - general,tribeca,fva2845,19.99,"{'title': 'san diego chargers camera case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva2845', 'price': 19.99}","['accessories apparel', 'mice', 'handbags', 'electronics - general', 'toys - general']","['team pro mark', 'gator cases', 'swann', 'boise', 'tribeca']"
1221,1273,draper m1300 premier electric screen - hdtv 161 diagonal,electronics - general,draper,101186,2049.0,"{'title': 'draper m1300 premier electric screen - hdtv 161 diagonal', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '101186', 'price': 2049.0}","['monitors', 'computers', 'printers', 'automotive - general', 'electronics - general']","['draper', 'da-lite', 'ibm', 'victor', 'genuine phillips']"
547,563,bic wite-out shake n squeeze correction pen white 4-pack,,bic,wosqpp418-whi,8.39,"{'title': 'bic wite-out shake n squeeze correction pen white 4-pack', 'brand': 'bic', 'modelno': 'wosqpp418-whi', 'price': 8.39}","['stationery & office machinery', 'art & craft supplies', 'printers', 'home care', 'camera and camcorder accessories']","['sharpie', 'avery', 'bic', 'simplism', 'pentel']"
662,682,olympus telephone conversation recording device,electronics - general,olympus,tp-7,19.99,"{'title': 'olympus telephone conversation recording device', 'category': 'electronics - general', 'brand': 'olympus', 'modelno': 'tp-7', 'price': 19.99}","['portable audio', 'photography - general', 'electronics - general', 'digital cameras', 'mp3 accessories']","['honest technology', 'nokia', 'philips', 'sony', 'olympus']"
994,1032,belkin 10 gold-plated usb printer cable,electronics - general,belkin,f3u133-10-gld,9.54,"{'title': 'belkin 10 gold-plated usb printer cable', 'category': 'electronics - general', 'brand': 'belkin', 'modelno': 'f3u133-10-gld', 'price': 9.54}","['electronics - general', 'prepaid wireless phones', 'computers', 'networking', 'printers']","['general electric', 'ergotron', 'belkin', 'just wireless', 'startech']"
1765,1893,evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card,electronics - general,evga,01g-p3-1302-lr,44.99,"{'title': 'evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card', 'category': 'electronics - general', 'brand': 'evga', 'modelno': '01g-p3-1302-lr', 'price': 44.99}","['automotive - general', 'electronics - general', 'photography - general', 'monitors', 'printers']","['general electric', 'vantec', 'ge', 'rayovac', 'evga']"
1270,1326,skooba design 12 wrap in black,electronics - general,skooba design,890-312,18.99,"{'title': 'skooba design 12 wrap in black', 'category': 'electronics - general', 'brand': 'skooba design', 'modelno': '890-312', 'price': 18.99}","['mice', 'portable audio', 'mp3 accessories', 'electronics - general', 'toys - general']","['syba multimedia', 'skb cases', 'skooba design', 'kroo', 'kanguru']"
1103,1148,crown needle rib wipe scrape polypropylene mat 36 x 120 gray,home care,,nr0310gy,102.97,"{'title': 'crown needle rib wipe scrape polypropylene mat 36 x 120 gray', 'category': 'home care', 'modelno': 'nr0310gy', 'price': 102.97}","['stationery & office machinery', 'home care', 'personal care', 'furniture', 'soi items - grocery hba pets']","['kensington', 'royal', 'crown', 'mead', 'royal consumer']"
1842,1972,sandisk 8gb microsdhc memory card,usb drives,sandisk,sdsdq008ga11m,24.88,"{'title': 'sandisk 8gb microsdhc memory card', 'category': 'usb drives', 'brand': 'sandisk', 'modelno': 'sdsdq008ga11m', 'price': 24.88}","['mp3 accessories', 'hard drives', 'usb drives', 'mp3', 'ipod']","['lexar media', 'polaroid', 'sandisk', 'ep memory', 'pny']"
871,906,startech.com cb2ec expresscard to pcmcia adapter card,networking,startech,cb2ec,52.82,"{'title': 'startech.com cb2ec expresscard to pcmcia adapter card', 'category': 'networking', 'brand': 'startech', 'modelno': 'cb2ec', 'price': 52.82}","['printers', 'networking', 'automotive - general', 'electronics - general', 'computers']","['vtech', 'startech', 'roocase', 'endust', 'ibm']"
2316,2448,startech.com mxt101 vga monitor extension m f cable,electronics - general,startech,mxt101,7.88,"{'title': 'startech.com mxt101 vga monitor extension m f cable', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'mxt101', 'price': 7.88}","['networking', 'electronics - general', 'printers', 'computers', 'automotive - general']","['da-lite', 'startech', 'roocase', 'vtech', 'endust']"
1871,2001,mukii tip-230u2-bk 2.5 sata to usb 2.0 portable hard drive aluminum enclosure black,electronics - general,mukii,tip-230u2-bk,11.98,"{'title': 'mukii tip-230u2-bk 2.5 sata to usb 2.0 portable hard drive aluminum enclosure black', 'category': 'electronics - general', 'brand': 'mukii', 'modelno': 'tip-230u2-bk', 'price': 11.98}","['computers', 'electronics - general', 'portable audio', 'mp3 accessories', 'toys - general']","['mionix', 'i/omagic corporation', 'giinii', 'mukii', 'everki']"
497,511,tp-link tl-ps110p print server,,tp link,tl-ps110p,36.88,"{'title': 'tp-link tl-ps110p print server', 'brand': 'tp link', 'modelno': 'tl-ps110p', 'price': 36.88}","['computers', 'printers', 'software', 'networking', 'hard drives']","['pny', 'link depot', 'tp link', 'apc', 'webroot']"
2407,2540,zyxel homeplug av 200mbps powerline wall plug adapter,networking,zyxel,pla401v3,47.92,"{'title': 'zyxel homeplug av 200mbps powerline wall plug adapter', 'category': 'networking', 'brand': 'zyxel', 'modelno': 'pla401v3', 'price': 47.92}","['computers', 'laptop computers', 'hard drives', 'networking', 'software']","['webroot', 'symantec', 'netgear', 'zyxel', 'syba multimedia']"
67,68,xerox travel scanner 100 scanner,electronics - general,visioneer,xerox travel scanner 100,188.82,"{'title': 'xerox travel scanner 100 scanner', 'category': 'electronics - general', 'brand': 'visioneer', 'modelno': 'xerox travel scanner 100', 'price': 188.82}","['printers', 'electronics - general', 'automotive - general', 'walkie-talkie/frs', 'monitors']","['lexar', 'planar', 'mutant', 'xerox', 'visioneer']"
78,79,sharpie fine point permanent markers assorted 5ct,stationery & office machinery,sharpie,30653pp,8.19,"{'title': 'sharpie fine point permanent markers assorted 5ct', 'category': 'stationery & office machinery', 'brand': 'sharpie', 'modelno': '30653pp', 'price': 8.19}","['accessories apparel', 'portable audio', 'handbags', 'stationery & office machinery', 'printers']","['sharpie', 'sharp', 'generic', 'simplism', 'writeright']"
597,614,atrend-bbox a361-12cp b box series speaker,car stereos,atrend,a361-12cp,56.88,"{'title': 'atrend-bbox a361-12cp b box series speaker', 'category': 'car stereos', 'brand': 'atrend', 'modelno': 'a361-12cp', 'price': 56.88}","['portable audio', 'car stereos', 'stereos/audio', 'mp3', 'automotive - general']","['innovera', 'atrend', 'tandberg', 'topics ent', 'at t']"
623,640,oklahoma sooners iphone 4 case black shell,,tribeca,fva3161,29.99,"{'title': 'oklahoma sooners iphone 4 case black shell', 'brand': 'tribeca', 'modelno': 'fva3161', 'price': 29.99}","['electronics - general', 'accessories apparel', 'toys - general', 'phone accessories', 'handbags']","['gator cases', 'case logic', 'general electric', 'maccase', 'tribeca']"
1505,1572,nec multisync 20 lcd widescreen monitor e201w,,nec,e201w-bk,179.0,"{'title': 'nec multisync 20 lcd widescreen monitor e201w', 'brand': 'nec', 'modelno': 'e201w-bk', 'price': 179.0}","['monitors', 'electronics - general', 'stereos/audio', 'desktop computers', 'computers']","['dell', 'viewsonic', 'nec', 'nzxt', 'benq']"
1007,1045,startech vga video extender over cat5 point to point,electronics - general,startech,st121utpep,129.0,"{'title': 'startech vga video extender over cat5 point to point', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'st121utpep', 'price': 129.0}","['monitors', 'networking', 'automotive - general', 'electronics - general', 'printers']","['roocase', 'startech', 'vtech', 'endust', 'wintec']"
