,id,title,category,brand,modelno,price,query,category_predict,brand_predict
2289,2421,safco public square brown steel recycling container 42 gal,garden - general,safco products,2984br,246.97,"{'title': 'safco public square brown steel recycling container 42 gal', 'category': 'garden - general', 'brand': 'safco products', 'modelno': '2984br', 'price': 246.97}","['hand tools', 'garden - general', 'storage', 'soi items - grocery hba pets', 'walkie-talkie/frs']","['national products ltd.', 's j paper', 'skb cases', 'generic', 'safco products']"
930,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format,electronics - general,da-lite,27602,920.99,"{'title': 'da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27602', 'price': 920.99}","['automotive - general', 'memory', 'electronics - general', 'photography - general', 'computers']","['da-lite', 'case logic', 'roocase', 'startech', 'draper']"
2152,2282,v7 professional 17 front loader laptop case,electronics - general,v7,ccp2-9n,17.88,"{'title': 'v7 professional 17 front loader laptop case', 'category': 'electronics - general', 'brand': 'v7', 'modelno': 'ccp2-9n', 'price': 17.88}","['photography - general', 'monitors', 'software', 'television', 'electronics - general']","['rayovac', 'v7', 'avanquest', 'viewsonic', 'vivitar']"
97,98,mortimer beckett time paradox jewel case,software,,10958,7.82,"{'title': 'mortimer beckett time paradox jewel case', 'category': 'software', 'modelno': '10958', 'price': 7.82}","['mice', 'mp3', 'toys - games', 'dvd players', 'software']","['bravo', 'encore software', 'encore', 'avanquest', 'norazza']"
1692,1811,fellowes mouse pad and wrist support combination - blue gel,electronics - general,fellowes,9182201,11.84,"{'title': 'fellowes mouse pad and wrist support combination - blue gel', 'category': 'electronics - general', 'brand': 'fellowes', 'modelno': '9182201', 'price': 11.84}","['computers', 'monitors', 'stationery & office machinery', 'mice', 'electronics - general']","['eveready', 'fellowes', 'draper', 'wintec', 'ibm']"
783,813,draper glass beaded paragon electric screen - av format 20 x 20,electronics - general,draper,114084,3794.5,"{'title': 'draper glass beaded paragon electric screen - av format 20 x 20', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '114084', 'price': 3794.5}","['electronics - general', 'printers', 'computers', 'automotive - general', 'monitors']","['draper', 'generic', 'victor', 'philips', 'da-lite']"
784,814,da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal,electronics - general,da-lite,84986,2346.99,"{'title': 'da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '84986', 'price': 2346.99}","['memory', 'photography - general', 'electronics - general', 'computers', 'automotive - general']","['da-lite', 'draper', 'case logic', 'amd', 'roocase']"
2283,2414,trendnet tu2-700 7-port high speed usb hub w power adapter,electronics - general,trendnet,tu2-700,26.05,"{'title': 'trendnet tu2-700 7-port high speed usb hub w power adapter', 'category': 'electronics - general', 'brand': 'trendnet', 'modelno': 'tu2-700', 'price': 26.05}","['hard drives', 'electronics - general', 'laptop computers', 'networking', 'computers']","['bluelounge', 'digital innovations', 'edge tech', 'trendnet', 'mainstays']"
108,109,lacie 130752 rugged hard drive sleeves,electronics - general,lacie,130752,16.84,"{'title': 'lacie 130752 rugged hard drive sleeves', 'category': 'electronics - general', 'brand': 'lacie', 'modelno': '130752', 'price': 16.84}","['photography - general', 'electronics - general', 'automotive - general', 'mp3 accessories', 'handbags']","['lacie', 'ilive', 'roocase', 'maccase', 'norazza']"
1808,1936,v7 m42n01-7n 2.4 ghz wireless laser mouse with stoable nano receiver,mice,v7,m42n01-7n,24.84,"{'title': 'v7 m42n01-7n 2.4 ghz wireless laser mouse with stoable nano receiver', 'category': 'mice', 'brand': 'v7', 'modelno': 'm42n01-7n', 'price': 24.84}","['mice', 'electronics - general', 'computers', 'software', 'monitors']","['viewsonic', 'v7', 'vivitar', 'rayovac', 'avanquest']"
443,456,dreamgear charge and sync cable for ipod iphone ipad purple,mp3 accessories,dreamgear,isound-1634,19.88,"{'title': 'dreamgear charge and sync cable for ipod iphone ipad purple', 'category': 'mp3 accessories', 'brand': 'dreamgear', 'modelno': 'isound-1634', 'price': 19.88}","['accessories apparel', 'mp3 accessories', 'mp3', 'portable audio', 'dvd accessories']","['discgear', 'jawbone', 'cocoon innovations', 'dreamgear', 'guardian']"
2294,2426,hon 10500 workstation right pedestal desk 66w x 30d x 29-1 2h mahogany,furniture,hon,10584lnn,599.0,"{'title': 'hon 10500 workstation right pedestal desk 66w x 30d x 29-1 2h mahogany', 'category': 'furniture', 'brand': 'hon', 'modelno': '10584lnn', 'price': 599.0}","['spices', 'furniture', 'stationery & office machinery', 'home care', 'soi items - grocery hba pets']","['atrend', 'mayline', 'hon', 'innovera', 'sage']"
1204,1256,netgear wireless-n 150 access point wn604,networking,netgear,wn604-100nas,55.88,"{'title': 'netgear wireless-n 150 access point wn604', 'category': 'networking', 'brand': 'netgear', 'modelno': 'wn604-100nas', 'price': 55.88}","['walkie-talkie/frs', 'prepaid wireless phones', 'hard drives', 'networking', 'computers']","['gn netcom', 'dreamgear', 'link depot', 'iogear', 'netgear']"
196,198,draper high contrast grey access series e electric screen - widescreen 120 diagonal,electronics - general,draper,104191,1517.95,"{'title': 'draper high contrast grey access series e electric screen - widescreen 120 diagonal', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '104191', 'price': 1517.95}","['printers', 'computers', 'monitors', 'electronics - general', 'automotive - general']","['philips', 'draper', 'da-lite', 'victor', 'wintec']"
2058,2188,buffalo technology 2tb usb 3.0 drivestation duo,hard drives,buffalo technology,hdwl2tu3r1,239.82,"{'title': 'buffalo technology 2tb usb 3.0 drivestation duo', 'category': 'hard drives', 'brand': 'buffalo technology', 'modelno': 'hdwl2tu3r1', 'price': 239.82}","['hard drives', 'networking', 'computers', 'memory', 'usb drives']","['griffin technology', 'seagate', 'ibm', 'crucial technology', 'buffalo technology']"
889,924,belkin shield micra for ipod touch tint,mp3 accessories,belkin,f8z646ttc01,47.88,"{'title': 'belkin shield micra for ipod touch tint', 'category': 'mp3 accessories', 'brand': 'belkin', 'modelno': 'f8z646ttc01', 'price': 47.88}","['mp3', 'portable audio', 'mp3 accessories', 'electronics - general', 'ipod']","['speck', 'tribeca', 'apple', 'terk', 'belkin']"
955,993,da-lite matte white model c with csr manual screen - 50 x 67 video format,electronics - general,da-lite,91841,397.99,"{'title': 'da-lite matte white model c with csr manual screen - 50 x 67 video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '91841', 'price': 397.99}","['electronics - general', 'memory', 'computers', 'photography - general', 'automotive - general']","['da-lite', 'roocase', 'amd', 'case logic', 'draper']"
2296,2428,vistablet professional graphics tablet,electronics - general,vistablet,98-903w10330-000,128.86,"{'title': 'vistablet professional graphics tablet', 'category': 'electronics - general', 'brand': 'vistablet', 'modelno': '98-903w10330-000', 'price': 128.86}","['computers', 'monitors', 'laptop computers', 'software', 'electronics - general']","['visioneer', 'wintec', 'vivitar', 'viewsonic', 'vistablet']"
2332,2465,transcend storejet 25d2 500gb external hard drive white,hard drives,transcend,ts500gsj25d2-w,70.88,"{'title': 'transcend storejet 25d2 500gb external hard drive white', 'category': 'hard drives', 'brand': 'transcend', 'modelno': 'ts500gsj25d2-w', 'price': 70.88}","['usb drives', 'computers', 'hard drives', 'storage', 'software']","['everest', 'ultralast', 'transcend', 'intuit', 'tp link']"
1336,1399,luxor presentation station with laptop shelf,electronics - general,luxor,lp42cle-b,213.99,"{'title': 'luxor presentation station with laptop shelf', 'category': 'electronics - general', 'brand': 'luxor', 'modelno': 'lp42cle-b', 'price': 213.99}","['electronics - general', 'computers', 'rugs', 'portable audio', 'handbags']","['luxor', 'quantum', 'limited luxury', 'archos', 'generic']"
2094,2224,da-lite video spectra 1.5 deluxe model b manual screen - 50 x 67 video format,electronics - general,da-lite,73639,181.99,"{'title': 'da-lite video spectra 1.5 deluxe model b manual screen - 50 x 67 video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '73639', 'price': 181.99}","['memory', 'electronics - general', 'automotive - general', 'computers', 'portable audio']","['amd', 'da-lite', 'draper', 'roocase', 'case logic']"
415,427,cobra marine radio with rewind-say-again,fishing and boating,cobra,mr-f80bd,150.0,"{'title': 'cobra marine radio with rewind-say-again', 'category': 'fishing and boating', 'brand': 'cobra', 'modelno': 'mr-f80bd', 'price': 150.0}","['car stereos', 'fishing and boating', 'automotive - general', 'fish finder', 'walkie-talkie/frs']","['cobra', 'pilot', 'mustang', 'zebra', 'griffin']"
1955,2085,pc treasures slipit 17.3 neoprene laptop case titan,electronics - general,pc treasures,07627,19.99,"{'title': 'pc treasures slipit 17.3 neoprene laptop case titan', 'category': 'electronics - general', 'brand': 'pc treasures', 'modelno': '07627', 'price': 19.99}","['software', 'computers', 'mice', 'electronics - general', 'desktop computers']","['elite screens', 'pc treasures', 'encore', 'pc pitstop', 'encore software']"
2288,2420,antenna aurea laptop sleeve in lavender,electronics - general,antenna,ps-003-17,48.0,"{'title': 'antenna aurea laptop sleeve in lavender', 'category': 'electronics - general', 'brand': 'antenna', 'modelno': 'ps-003-17', 'price': 48.0}","['electronics - general', 'networking', 'video receiving & installation', 'satellite radio', 'television']","['channel sources', 'ooma', 'rf link', 'antenna', 'wireless gear']"
2415,2548,sabrent 6-in-1 usb 2.0 flash memory card reader,usb drives,sabrent,crw-ext,10.98,"{'title': 'sabrent 6-in-1 usb 2.0 flash memory card reader', 'category': 'usb drives', 'brand': 'sabrent', 'modelno': 'crw-ext', 'price': 10.98}","['hard drives', 'electronics - general', 'computers', 'mp3', 'usb drives']","['sabrent', 'lexar media', 'topics ent', 'bits limited', 'wintec']"
2171,2301,edge tech diskgo 160gb portable usb hard drive,,edge tech,pe222710,60.98,"{'title': 'edge tech diskgo 160gb portable usb hard drive', 'brand': 'edge tech', 'modelno': 'pe222710', 'price': 60.98}","['storage', 'computers', 'usb drives', 'memory', 'hard drives']","['seagate', 'edge', 'bits limited', 'edge tech', 'crucial technology']"
2392,2525,genius agama m-300 retractable mini mouse - optical - usb - black,,genius,31010615100,10.0,"{'title': 'genius agama m-300 retractable mini mouse - optical - usb - black', 'brand': 'genius', 'modelno': '31010615100', 'price': 10.0}","['toys - learning systems', 'mice', 'software', 'computers', 'toys - games']","['wincraft', 'razer', 'pc treasures', 'microsoft', 'genius']"
1606,1680,draper glass beaded traveller portable screen - 92 diagonal hdtv format,electronics - general,draper,230125,525.0,"{'title': 'draper glass beaded traveller portable screen - 92 diagonal hdtv format', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '230125', 'price': 525.0}","['computers', 'printers', 'monitors', 'automotive - general', 'electronics - general']","['genuine phillips', 'da-lite', 'victor', 'philips', 'draper']"
2406,2539,ghent triumph display easel gray,stationery & office machinery,ghent,19250,26.09,"{'title': 'ghent triumph display easel gray', 'category': 'stationery & office machinery', 'brand': 'ghent', 'modelno': '19250', 'price': 26.09}","['printers', 'furniture', 'accessories apparel', 'automotive - general', 'stationery & office machinery']","['generic', 'ghent', 'viore', 'encore', 'victor']"
938,976,v7 kc0b2-6n6 standard ps 2 keyboard,electronics - general,v7,,8.84,"{'title': 'v7 kc0b2-6n6 standard ps 2 keyboard', 'category': 'electronics - general', 'brand': 'v7', 'price': 8.84}","['laptop computers', 'computers', 'mice', 'monitors', 'electronics - general']","['avanquest', 'v7', 'vivitar', 'viewsonic', 'rayovac']"
1681,1800,tops quadrille pads 8-1 2 x 11 green,stationery & office machinery,tops business forms,35500,11.47,"{'title': 'tops quadrille pads 8-1 2 x 11 green', 'category': 'stationery & office machinery', 'brand': 'tops business forms', 'modelno': '35500', 'price': 11.47}","['monitors', 'computers', 'furniture', 'handbags', 'stationery & office machinery']","['post-it', 'innovera', 'generic', 'tops business forms', 'topics ent']"
1211,1263,digipower 4-section tripod dark blue,photography - general,digipower,tptr47dbl,29.99,"{'title': 'digipower 4-section tripod dark blue', 'category': 'photography - general', 'brand': 'digipower', 'modelno': 'tptr47dbl', 'price': 29.99}","['digital cameras', 'photography - general', 'mp3 accessories', 'camera and camcorder accessories', 'film cameras']","['polaroid', 'digipower', 'sony', 'kodak', 'lowepro']"
2043,2173,draper glass beaded access series e electric screen - ntsc 15 diagonal,,draper,104047,1615.0,"{'title': 'draper glass beaded access series e electric screen - ntsc 15 diagonal', 'brand': 'draper', 'modelno': '104047', 'price': 1615.0}","['electronics - general', 'computers', 'photography - general', 'printers', 'monitors']","['draper', 'da-lite', 'evga', 'roocase', 'general electric']"
1191,1241,sharpie retractable permanent markers fine point set of 12 black,stationery & office machinery,sharpie,32701,13.64,"{'title': 'sharpie retractable permanent markers fine point set of 12 black', 'category': 'stationery & office machinery', 'brand': 'sharpie', 'modelno': '32701', 'price': 13.64}","['printers', 'accessories apparel', 'handbags', 'stationery & office machinery', 'portable audio']","['sharpie', 'generic', 'simplism', 'sharp', 'writeright']"
2027,2157,seagate expansion desktop hard drive 1.0 tb 7200rpm - black,hard drives,seagate,st310005exa101,99.84,"{'title': 'seagate expansion desktop hard drive 1.0 tb 7200rpm - black', 'category': 'hard drives', 'brand': 'seagate', 'modelno': 'st310005exa101', 'price': 99.84}","['memory', 'usb drives', 'hard drives', 'networking', 'computers']","['seagate', 'thermaltake', 'cables unlimited', 'iogear', 'netgear']"
111,112,draper matte white signature series e electric screen - hdtv 119 diagonal,electronics - general,,111599,2312.5,"{'title': 'draper matte white signature series e electric screen - hdtv 119 diagonal', 'category': 'electronics - general', 'modelno': '111599', 'price': 2312.5}","['electronics - general', 'rugs', 'monitors', 'printers', 'automotive - general']","['swann', 'victor', 'draper', 'gemini', 'genuine phillips']"
106,107,targus 17 groove backpack for laptops black,electronics - general,targus,cvr617,37.88,"{'title': 'targus 17 groove backpack for laptops black', 'category': 'electronics - general', 'brand': 'targus', 'modelno': 'cvr617', 'price': 37.88}","['hard drives', 'computers', 'electronics - general', 'memory', 'laptop computers']","['archos', 'lenovo', 'nugiant', 'targus', 'roocase']"
294,296,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,"{'title': 'belkin 10.2 netbook neoprene sleeve - black', 'category': 'electronics - general', 'brand': 'belkin', 'modelno': 'f8n132-blk', 'price': 8.88}","['networking', 'electronics - general', 'handbags', 'computers', 'laptop computers']","['apple', 'case logic', 'startech', 'roocase', 'belkin']"
1635,1746,quartet magnetic shelf 11,stationery & office machinery,quartet,48124,5.97,"{'title': 'quartet magnetic shelf 11', 'category': 'stationery & office machinery', 'brand': 'quartet', 'modelno': '48124', 'price': 5.97}","['mp3 accessories', 'stationery & office machinery', 'handbags', 'portable audio', 'furniture']","['pentel', 'simplism', 'quartet', 'encore', 'generic']"
1573,1643,bluelounge cabledrop black,electronics - general,bluelounge,cd-bl,10.0,"{'title': 'bluelounge cabledrop black', 'category': 'electronics - general', 'brand': 'bluelounge', 'modelno': 'cd-bl', 'price': 10.0}","['mice', 'furniture', 'computers', 'electronics - general', 'memory']","['razer', 'roocase', 'limited luxury', 'bluelounge', 'microsoft']"
253,255,iogear miniview extreme multimedia kvm and peripheral sharing switch,networking,iogear,gcs1734,85.0,"{'title': 'iogear miniview extreme multimedia kvm and peripheral sharing switch', 'category': 'networking', 'brand': 'iogear', 'modelno': 'gcs1734', 'price': 85.0}","['electronics - general', 'networking', 'software', 'hard drives', 'computers']","['iogear', 'micronet', 'iomega', 'netgear', 'connectpro']"
1760,1888,logitech wireless mouse dark fleur,mice,logitech,910001898,27.82,"{'title': 'logitech wireless mouse dark fleur', 'category': 'mice', 'brand': 'logitech', 'modelno': '910001898', 'price': 27.82}","['software', 'electronics - general', 'computers', 'monitors', 'mice']","['razer', 'microsoft', 'wincraft', 'lenovo', 'logitech']"
1759,1887,philips vibe 4gb mp3 video player,mp3,philips,sa2vbe04kc/17,39.98,"{'title': 'philips vibe 4gb mp3 video player', 'category': 'mp3', 'brand': 'philips', 'modelno': 'sa2vbe04kc/17', 'price': 39.98}","['mp3 accessories', 'ipod', 'portable audio', 'mp3', 'dvd players']","['genuine phillips', 'topics ent', 'speck', 'philips', 'encore']"
234,236,ge rg6 coax cable 25,electronics - general,ge,33282,0.0,"{'title': 'ge rg6 coax cable 25', 'category': 'electronics - general', 'brand': 'ge', 'modelno': '33282', 'price': 0.0}","['printers', 'tv accessories', 'electronics - general', 'networking', 'computers']","['netgear', 'general electric', 'siig', 'ge', 'generic']"
454,467,universal quick set-up lift-off lid box ltr lgl fiberboard 12 x 10 x 15 blk we 12 ctn,storage,,,30.59,"{'title': 'universal quick set-up lift-off lid box ltr lgl fiberboard 12 x 10 x 15 blk we 12 ctn', 'category': 'storage', 'price': 30.59}","['furniture', 'soi items - grocery hba pets', 'tv accessories', 'storage', 'stereos/audio']","['universal remote', 'comprehensive', 'trademark global', 'universal products', 'cables unlimited']"
1011,1049,iluv 17 macbook pro sleeve black,electronics - general,,ibg2030blk,19.0,"{'title': 'iluv 17 macbook pro sleeve black', 'category': 'electronics - general', 'modelno': 'ibg2030blk', 'price': 19.0}","['mp3 accessories', 'electronics - general', 'computers', 'monitors', 'software']","['ilive', 'zalman usa inc', 'jwin', 'tribeca', 'iluv']"
519,534,iris inc. irisphoto 4 scanner,electronics - general,iris,irisphoto4,74.0,"{'title': 'iris inc. irisphoto 4 scanner', 'category': 'electronics - general', 'brand': 'iris', 'modelno': 'irisphoto4', 'price': 74.0}","['automotive - general', 'garden - general', 'handbags', 'computers', 'electronics - general']","['visioneer', 'iris', 'lexar', 'ibm', 'gemini']"
1504,1571,da-lite honey maple veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,87184,167.99,"{'title': 'da-lite honey maple veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '87184', 'price': 167.99}","['memory', 'electronics - general', 'automotive - general', 'desktop computers', 'computers']","['roocase', 'da-lite', 'case logic', 'amd', 'draper']"
1487,1554,dymo black embossing tape 3-pack,stationery & office machinery,dymo,1741670,6.82,"{'title': 'dymo black embossing tape 3-pack', 'category': 'stationery & office machinery', 'brand': 'dymo', 'modelno': '1741670', 'price': 6.82}","['mp3 accessories', 'stationery & office machinery', 'handbags', 'accessories apparel', 'soi items - grocery hba pets']","['generic', 'sharpie', 'itw dymon', 'dymo', 'dp video']"
720,744,da-lite matte white scenic roller manual screen - 30 x 30,electronics - general,da-lite,40353,4077.99,"{'title': 'da-lite matte white scenic roller manual screen - 30 x 30', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '40353', 'price': 4077.99}","['computers', 'monitors', 'automotive - general', 'memory', 'electronics - general']","['case logic', 'da-lite', 'draper', 'amd', 'roocase']"
1920,2050,cp technologies clearlinks 6.6 premium gold hdmi cable,,cp tech,cl-hdmi-pg-6 .6 ft,11.4,"{'title': 'cp technologies clearlinks 6.6 premium gold hdmi cable', 'brand': 'cp tech', 'modelno': 'cl-hdmi-pg-6 .6 ft', 'price': 11.4}","['networking', 'computers', 'video receiving & installation', 'tv accessories', 'electronics - general']","['cables unlimited', 'cables to go', 'cp tech', 'interlink', 'rf link']"
631,648,lexar media lmspd8gbbsbna 8gb platinum ii memory stick pro duo card,usb drives,,lmspd8gbbsbna,22.99,"{'title': 'lexar media lmspd8gbbsbna 8gb platinum ii memory stick pro duo card', 'category': 'usb drives', 'modelno': 'lmspd8gbbsbna', 'price': 22.99}","['usb drives', 'software', 'mp3 accessories', 'ipod', 'mp3']","['lexar media', 'speck', 'lexar', 'iris', 'lexmark']"
588,605,mustang 84 x 84 tripod screen in matte white,electronics - general,mustang,sc-t8411,165.25,"{'title': 'mustang 84 x 84 tripod screen in matte white', 'category': 'electronics - general', 'brand': 'mustang', 'modelno': 'sc-t8411', 'price': 165.25}","['electronics - general', 'car stereos', 'laptop computers', 'desktop computers', 'automotive - general']","['swann', 'zebra', 'apple', 'hp', 'mustang']"
924,961,amped wireless high power outdoor 8 dbi omni-directional wi-fi antenna kit,networking,amped wireless,a8ex,94.88,"{'title': 'amped wireless high power outdoor 8 dbi omni-directional wi-fi antenna kit', 'category': 'networking', 'brand': 'amped wireless', 'modelno': 'a8ex', 'price': 94.88}","['computers', 'video receiving & installation', 'networking', 'electronics - general', 'prepaid wireless phones']","['amp energy', 'amped wireless', 'ampad', 'wireless gear', 'netgear']"
2397,2530,draper glass beaded access series m manual screen - 9 x 12 av format,electronics - general,draper,203039,1113.95,"{'title': 'draper glass beaded access series m manual screen - 9 x 12 av format', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '203039', 'price': 1113.95}","['electronics - general', 'television', 'automotive - general', 'computers', 'monitors']","['generic', 'da-lite', 'victor', 'gemini', 'draper']"
1879,2009,edge 1gb 1x1gb pc25300 ecc unbuffered 240 pin ddr2 dimm,memory,edge,pe197780,26.82,"{'title': 'edge 1gb 1x1gb pc25300 ecc unbuffered 240 pin ddr2 dimm', 'category': 'memory', 'brand': 'edge', 'modelno': 'pe197780', 'price': 26.82}","['mice', 'computers', 'usb drives', 'hard drives', 'memory']","['edge', 'apex', 'kingston', 'edge tech', 'mobile edge']"
1967,2097,hp 564 tri-color combo inkjet cartridge cd994fn,printers,hp,hp cd994fn,26.5,"{'title': 'hp 564 tri-color combo inkjet cartridge cd994fn', 'category': 'printers', 'brand': 'hp', 'modelno': 'hp cd994fn', 'price': 26.5}","['computers', 'stationery & office machinery', 'monitors', 'electronics - general', 'printers']","['hp', 'lexmark', 'ibm', 'xerox', 'pny']"
1142,1191,siig 1m mini displayport to display port adapter cable,electronics - general,siig,cb-dp0d11-s1,12.88,"{'title': 'siig 1m mini displayport to display port adapter cable', 'category': 'electronics - general', 'brand': 'siig', 'modelno': 'cb-dp0d11-s1', 'price': 12.88}","['electronics - general', 'automotive - general', 'handbags', 'furniture', 'photography - general']","['samsill', 'general electric', 'giinii', 'ge', 'siig']"
922,959,asus blue 10.1 eee seashell 1015pn-pu27-bu netbook pc with intel atom dual-core n570 processor and windows 7 starter,laptop computers,,1015pn-pu27-bu,358.0,"{'title': 'asus blue 10.1 eee seashell 1015pn-pu27-bu netbook pc with intel atom dual-core n570 processor and windows 7 starter', 'category': 'laptop computers', 'modelno': '1015pn-pu27-bu', 'price': 358.0}","['monitors', 'electronics - general', 'computers', 'laptop computers', 'desktop computers']","['msi', 'acer', 'amd', 'lenovo', 'asus']"
879,914,draper m1300 access series v electric screen - widescreen 132 diagonal,,draper,102189,2285.45,"{'title': 'draper m1300 access series v electric screen - widescreen 132 diagonal', 'brand': 'draper', 'modelno': '102189', 'price': 2285.45}","['monitors', 'printers', 'photography - general', 'electronics - general', 'computers']","['general electric', 'da-lite', 'evga', 'roocase', 'draper']"
1433,1499,officemate plastic coated paper clips assorted colors 800pk,stationery & office machinery,officemate,97228,8.88,"{'title': 'officemate plastic coated paper clips assorted colors 800pk', 'category': 'stationery & office machinery', 'brand': 'officemate', 'modelno': '97228', 'price': 8.88}","['stationery & office machinery', 'software', 'personal care', 'computers', 'television']","['officemate', 'paper mate', 'generic', 'post-it', 'office star']"
1296,1353,kingston hyperx grey series 4gb 2 x 2gb ddr3 sdram 1600 240-pin desktop memory model,memory,kingston,khx1600c9d3x2k2/4gx,49.99,"{'title': 'kingston hyperx grey series 4gb 2 x 2gb ddr3 sdram 1600 240-pin desktop memory model', 'category': 'memory', 'brand': 'kingston', 'modelno': 'khx1600c9d3x2k2/4gx', 'price': 49.99}","['memory', 'networking', 'computers', 'usb drives', 'hard drives']","['kingston', 'vivitar', 'adams', 'syba multimedia', 'ep memory']"
1828,1957,wilson jones basic vinyl round ring binder,stationery & office machinery,wilson jones,36834nbl,6.79,"{'title': 'wilson jones basic vinyl round ring binder', 'category': 'stationery & office machinery', 'brand': 'wilson jones', 'modelno': '36834nbl', 'price': 6.79}","['computers', 'furniture', 'stationery & office machinery', 'printers', 'handbags']","['writeright', 'sharpie', 'generic', 'microsoft', 'wilson jones']"
1521,1589,startech esata usb to sata external hard drive docking station for 2.5 hdd,,startech,satadocku2e,29.84,"{'title': 'startech esata usb to sata external hard drive docking station for 2.5 hdd', 'brand': 'startech', 'modelno': 'satadocku2e', 'price': 29.84}","['electronics - general', 'networking', 'hard drives', 'desktop computers', 'computers']","['vtech', 'svat electronics', 'solidtek', 'thermaltake', 'startech']"
124,125,startech 1 hdmi to hdmi digital video cable,electronics - general,startech,hdmimm1,10.73,"{'title': 'startech 1 hdmi to hdmi digital video cable', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'hdmimm1', 'price': 10.73}","['electronics - general', 'tv accessories', 'networking', 'printers', 'automotive - general']","['startech', 'da-lite', 'vtech', 'roocase', 'endust']"
164,165,da-lite advance tv quick link wall mount for 32 - 35 monitors,furniture,da-lite,,282.99,"{'title': 'da-lite advance tv quick link wall mount for 32 - 35 monitors', 'category': 'furniture', 'brand': 'da-lite', 'price': 282.99}","['handbags', 'electronics - general', 'automotive - general', 'photography - general', 'furniture']","['case logic', 'da-lite', 'draper', 'dane-elec', 'general electric']"
545,561,da-lite da-plex self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27903,7799.99,"{'title': 'da-lite da-plex self trimming rear projection screen - 96 x 120 av format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27903', 'price': 7799.99}","['automotive - general', 'electronics - general', 'memory', 'photography - general', 'computers']","['da-lite', 'roocase', 'amd', 'draper', 'case logic']"
1187,1237,hp q2429a maintenance kit,,hp,q2429a,234.54,"{'title': 'hp q2429a maintenance kit', 'brand': 'hp', 'modelno': 'q2429a', 'price': 234.54}","['printers', 'stationery & office machinery', 'photography - general', 'monitors', 'electronics - general']","['lexmark', 'canon', 'hp', 'oki', 'xerox']"
2121,2251,elite m85xws1 screens manual pull down projection screen,,elite screens,m85xws1,60.84,"{'title': 'elite m85xws1 screens manual pull down projection screen', 'brand': 'elite screens', 'modelno': 'm85xws1', 'price': 60.84}","['photography - general', 'desktop computers', 'automotive - general', 'electronics - general', 'monitors']","['elite screens', 'startech', 'amd', 'da-lite', 'endust']"
2015,2145,da-lite high power advantage manual with csr - av format 8 x 10 diagonal,electronics - general,da-lite,85687,1303.99,"{'title': 'da-lite high power advantage manual with csr - av format 8 x 10 diagonal', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '85687', 'price': 1303.99}","['memory', 'electronics - general', 'automotive - general', 'computers', 'photography - general']","['amd', 'roocase', 'da-lite', 'draper', 'case logic']"
2093,2223,da-lite matte white gray carpeted picture king w keystone eliminator - hdtv format 92 diagonal,electronics - general,da-lite,87062,343.99,"{'title': 'da-lite matte white gray carpeted picture king w keystone eliminator - hdtv format 92 diagonal', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '87062', 'price': 343.99}","['memory', 'electronics - general', 'computers', 'automotive - general', 'photography - general']","['draper', 'startech', 'roocase', 'da-lite', 'case logic']"
835,868,maccase maccase 15 macbook powerbook pro sleeve,electronics - general,,82262,39.96,"{'title': 'maccase maccase 15 macbook powerbook pro sleeve', 'category': 'electronics - general', 'modelno': '82262', 'price': 39.96}","['handbags', 'computers', 'electronics - general', 'portable audio', 'automotive - general']","['scosche', 'case logic', 'apple', 'maccase', 'macsense']"
362,368,draper high contrast grey access series e electric screen - av format 72 x 96,electronics - general,draper,104175,1505.95,"{'title': 'draper high contrast grey access series e electric screen - av format 72 x 96', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '104175', 'price': 1505.95}","['electronics - general', 'computers', 'television', 'automotive - general', 'monitors']","['draper', 'victor', 'da-lite', 'generic', 'wintec']"
