,0,1,text
1747,9451,3018,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Michael Kors MK3192 Darci watch""'}

Entity 2:{'title': '""Blair Watch""@en ""Michael Kors Blair Watch | SHOPBOP SAVE UP TO 30% Use Code: MORE17""@en'}"
1748,13322,5801,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Air Max Tavas""@en Tavas Black White 705149-009 - Purchaze""@en'}

Entity 2:{'title': '""Nike Zoom Winflo 3 - Nero/Bianco/Anthracide""@it "" Nike Abbigliamento Uomo Nero/Bianco/Anthracide ""@it'}"
1749,6529,414,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Intel Core I7-6800K BROADWELL-E Processor 6 15M Cache 3.4GHZ Up to 3.60GHZ LGA 2011"" Unlocked - NCIX""'}

Entity 2:{'title': '""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
1750,9250,4196,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Sony DSCWX350 18 MP Digital Camera (Black)""@en-US ""Digital Cameras - Page 11 | EISF""@en-US'}

Entity 2:{'title': '""Veho VCC-005-MUVI-HDPRO Mini HD Body Camera/Action Camcorder""@en "" Cameras | Unique Photo ""@en'}"
1751,511,10336,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Puma evoSPEED 5.5 FG - Puma Biały/Puma Czarny/Szokujący Pomarańcz""@pl "" Męskie buty piłkarskie Trawa naturalna Lanki Pomarańcz ""@pl'}

Entity 2:{'title': '""Puma evoTOUCH 2 FG - Black/White/Safety Yellow""@en "" Puma Yellow Mens Soccer Cleats Firm Ground ""@en'}"
1752,253,3396,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" x Kylie Jenner Iconic Sunglasses in Black/Silver"" ""Accessories | New Arrivals From Mother Denim Misa Los Angeles Citizens"" Frame'}

Entity 2:{'title': '""Canon EF 24-70mm f/2.8 L II USM Lens""@en ""Camera Lenses :: Canon Lens - Onestop Digital""@en'}"
1753,9414,4792,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Omega Seamaster 300m 2531.80.00"" 2531.80.00 Watch | Watchfinder & Co.""'}

Entity 2:{'title': '""Omega Seamaster Diver ""@en'}"
1754,5086,12158,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" AUGUSTUS Deckenleuchte Chrom, 1xLED - Leuchte GLOBO 41331 Modern Chrom LED, GLO ""@de, ""AUGUSTUS GLO""@de LED günstig mit 2""@de'}

Entity 2:{'title': '"" Chromo 216 LED CI-216 Dimmable Ultra High Power Panel / Camcorder Video Digital SLR Camera Light for Canon, Nikon, Pentax, Panasonic,SONY, Samsung and Olympus Cameras ""@en-US ""Chromo Lig""@en-US'}"
1755,1345,11178,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Montre Hamilton - Jazzmaster Viewmatic Skeleton Gent Auto""@fr'}

Entity 2:{'title': '""Hamilton Jazzmaster Lady Quartz Watch H32351115""'}"
1756,9158,1345,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Longines Master Collection Watch L2.628.4.51.7"" ""Shop Longines L2.128.4.57.6 Watches | Northeastern Fine Jewelry""'}

Entity 2:{'title': 'IL ""@en-US "" Online Store | Distinctive Gold Jewelry in Frankfort'}"
1757,3664,11267,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Kingston - HyperX Fury Black 16GB (2 x 8GB) DDR4-2133 Memory"" Memory (HX421C14FBK2/16) PCPartPicker Australia""'}

Entity 2:{'title': '""HyperX FURY - DDR4 16 GB DIMM 288-pin"" "" HyperX 288-pin HX424C15FB/16 System Memory (RAM) CDW.com'}"
1758,3770,12188,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""287497-B21 HP 1GB 266MHz DDR PC2100"", ""Null"" ""New 287497-B21 PC2100 Wholesale Price 287497-B21""'}

Entity 2:{'title': '""500658-B21 HP 4GB (1x4GB) PC3-10600 RDIMM"", ""Null"" ""New 500658-B21 RDIMM Wholesale Price 500658-B21""'}"
1759,11581,1491,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Roshe One""@en One Black 511881-026 - Purchaze""@en'}

Entity 2:{'title': '""Nike Zoom Speed TR3 - Cremise Totale/Nero/Hyper Volt""@it "" Nike Scarpe Uomo Volt ""@it'}"
1760,12668,1345,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Longines Master Collection Watch L2.628.4.51.7"" ""Shop Longines L2.128.4.57.6 Watches | Northeastern Fine Jewelry""'}

Entity 2:{'title': 'IL ""@en-US "" Online Store | Distinctive Gold Jewelry in Frankfort'}"
1761,1154,9745,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Raymond Weil Tango Watch 8160-ST-00608"" ""Shop Raymond 5591-STP-00308 Watches | Costello Jewelry Company""'}

Entity 2:{'title': '"" Raymond Weil Ladies\' Tango Watch""@en ""Ladies\' Watch (5391-STP-00308) - WATCH SHOP.com™""@en'}"
1762,6529,5086,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Intel Core I7-6800K BROADWELL-E Processor 6 15M Cache 3.4GHZ Up to 3.60GHZ LGA 2011"" Unlocked - NCIX""'}

Entity 2:{'title': '""Scratch & Dent Acer Chromebook C731T-C42N Celeron N3060 1.6GHz 4GB 16GB ac BT WC 3C 11.6"" HD MT Chrome""@en ""NX.GM9AA.001 - Scratch MacConnection""@en'}"
1763,5801,3630,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Zoom Winflo 3 - Negro/Blanco/Antracita""@es "" Nike Zapatillas para hombreNegro/Blanco/Antracita ""@es'}

Entity 2:{'title': '""Nike Sportswear JDI Benassi - Midnight Navy""@fr "" chaussures homme Nike Navy 343880-403 ""@fr'}"
1764,7193,4083,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Promaster Marine Hombre-Reloj de buceo""@es ""Citizen Promaster buceo nur 199 00 €""@es'}

Entity 2:{'title': '""Jazzmaster Seaview Day Date Herrenuhr""@de ""Hamilton Jazzmaster Herrenuhr nur 590 00 €""@de'}"
1765,10345,5193,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Puma evoSPEED 1.2 K FG - Blue/Peach""@en "" Puma Soccer Shoes Firm Ground Cleats Sharks Blue-Fluro Peach ""@en'}

Entity 2:{'title': '""Puma Junior evoPOWER 4.2 FG - Peacoat/Bianco/Plasma Splendente""@it "" Scarpe da Calcio Puma Splendente 10322801 ""@it'}"
1766,3770,10323,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""287497-B21 HP 1GB 266MHz DDR PC2100"", ""Null"" ""New 287497-B21 PC2100 Wholesale Price 287497-B21""'}

Entity 2:{'title': '""458418-B21 HP E5410 2.33GHz ML370 G5"", ""Null"" ""New 458418-B21 G5 Wholesale Price 458418-B21""'}"
1767,13204,3018,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" Raymond Weil Ladies\' Nabucco BRIT Awards 2014 Limited Edition Titanium Automatic Chronograph Diamond Watch""@en ""Ladies\' Watch (7700-TIR-BRIT14) - WATCH SHOP.com™""@en'}

Entity 2:{'title': '""Blair Watch""@en ""Michael Kors Blair Watch | SHOPBOP SAVE UP TO 30% Use Code: MORE17""@en'}"
1768,9515,3689,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""watch Max Bill""@en ""Junghans watch Bill 027/4002.44 nur € 955.00""@en'}

Entity 2:{'title': '""Georgia Damenuhr""@de ""Fossil Georgia Damenuhr ES3745 nur 129 00 €""@de'}"
1769,4272,4828,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Polar Loop 2 Zwart (Zwart) - Prijzen ""@NL Tweakers""@NL'}

Entity 2:{'title': '""Herren Hamilton Jazzmaster Thinline 40mm Uhr H38411783""@de'}"
1770,11169,5576,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""TomTom Runner 2 Cardio GPS & Heart Rate Watch Black - Small Strap""@en Strap · TomTom Running ah""@en'}

Entity 2:{'title': '""TomTom Multi-Sport Cardio CSS+AM GPS Montre - frèquencemètres & Montres Sport Gris""@fr'}"
1771,2967,4751,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Field Mechanical men´s watch""@en ""Hamilton Field watch H69419363 nur € 385.00""@en'}

Entity 2:{'title': '""Samsung Gear S2 Smartwatch - Classic"" ""Accessories Page 300 | Cell Phone Outlet Sale""'}"
1772,1640,4656,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Bvlgari LVCEA Watch LU33C6SSPGD"" LU28C6SSD | Dejaun Jewelers""'}

Entity 2:{'title': '""Chopard Happy Sport Chrono Watch 288499-6002"" 288506-6002 | Dejaun Jewelers""'}"
1773,12058,2476,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Apple - 12.9- Inch iPad Pro with Wi-Fi 32 GB Silver""@en-US'}

Entity 2:{'title': '""Apple iPad mini 4 Wi-Fi - tablet 128 GB 7.9"""" "" Apple 7.9"" MK9P2LL/A Tablets CDW.com'}"
1774,1491,4075,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Zoom Speed TR3 - Carmin/ Noir/ Hyper Volt""@fr "" Nike chaussures pour homme carmin noir hyper volt ""@fr'}

Entity 2:{'title': '""Maletín GOPRO ""Casey""""@es'}"
1775,9777,7193,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Dziecięce Nike Magista Obra II FG - Niebieski /Volt/Obsydian/Clear Jade""@pl "" Dziecięce Miękka nawierzchnia wkręty Jade ""@pl'}

Entity 2:{'title': '""Promaster Marine Męskie-Zegarek do nurkowania""@pl 00 €""@pl ""Citizen Promaster nurkowania nur 199'}"
1776,9515,7193,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""watch Max Bill""@en ""Junghans watch Bill 027/4002.44 nur € 955.00""@en'}

Entity 2:{'title': '""Promaster Marine Męskie-Zegarek do nurkowania""@pl 00 €""@pl ""Citizen Promaster nurkowania nur 199'}"
1777,12574,1696,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""TomTom Runner 2 BLK/ANT (Small) - Black/Anthracite""@en "" TomTom Running Accessories Black/Anthracite ""@en'}

Entity 2:{'title': '""TomTom Spark Large Zwart (Zwart) - Prijzen ""@NL Tweakers""@NL'}"
1778,6565,7008,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""487511-B21 HP Xeon X5470 3.33GHz DL360 G5"" ""Null""'}

Entity 2:{'title': '""Intel Core i5-4570 Boxed - Prijzen ""@NL Tweakers""@NL'}"
1779,3921,12195,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Canon EOS 80D - body only"" "" Canon only 1263C004 Digital Cameras CDW.com'}

Entity 2:{'title': '""Canon EOS 70D Digital SLR Camera (Body Only)""@en-US ""Digital Cameras - Page 3 | EISF""@en-US'}"
1780,748,10504,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""AOC 21.5"" E2270SWdN Full HD LED Monitor with DVI/VGA""@en DVI/VGA LN79956 - E2270SWDN | SCAN UK""@en'}

Entity 2:{'title': '""Samsung S24D330H 24"" 1920x1080 TN Widescreen LCD Monitor - Black""@en ""▷ Samsung B… | OcUK""@en'}"
1781,5385,3664,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""495906-B21 HP X5560 2.80GHz ML350 G6"", ""Null"" ""New 495906-B21 G6 Wholesale Price 495906-B21""'}

Entity 2:{'title': '""Kingston HyperX Fury black HX421C14FB2K2/16 - Prijzen ""@NL Tweakers""@NL'}"
1782,13170,414,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""HP ENVY Photo Impresora multifunción de la serie 7130""@es Tu tienda online líder con precios más baratos! ""@es ""Impresoras y Fax'}

Entity 2:{'title': '""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
1783,2240,11080,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Intel i7-7700K Quad-Core 4.2GHz LGA1151 Processor""@en "" Intel Processor : I7-7700K ""@en'}

Entity 2:{'title': '""Intel Core i3-4160 3.60GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ Intel Processo… | OcUK""@en'}"
1784,10967,1173,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Sony a7RII Full-frame Mirrorless Interchangeable-Lens Camera"" DSLM - Texas Media Systems""'}

Entity 2:{'title': '""Sony Alpha a7S II Mirrorless Digital Camera (BODY ONLY)""@en'}"
1785,7209,5208,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Ksix Selfie Extension For GoPro And Sport Cameras"" Swiminn"" Cameras anfugen und sonderangebote'}

Entity 2:{'title': '""VIGILANCE 3-MPIXEL OUTDOOR POE MINI BULLET CAMERA""@es CAMERA - Black Friday 2017 ""@es'}"
1786,1611,11552,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" Calvin Klein Ladies\' Classic Watch""@en ""Ladies\' Watch (K4D2314Z) - WATCH SHOP.com™""@en'}

Entity 2:{'title': '"" Unisex Gucci G-Timeless Watch YA1264040 ""Ladies Watches | Designer For Women The Hut""'}"
1787,5596,9482,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Hypervenom Phantom SG-Pro - Volt/ Violet Persan/ Hot Lava/ Noir""@fr "" chaussures de football Nike terrain gras volt-violet persan-hot lava-noir ""@fr'}

Entity 2:{'title': '""Nike Zoom Speed TR3 - Noir/ Blanc""@fr "" Nike chaussures pour homme noir-blanc ""@fr'}"
1788,768,3922,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""ASICS Tiger GEL-Kayano Trainer Evo - Noir""@fr "" Chaussures homme ASICS Noir ""@fr'}

Entity 2:{'title': '""Puma King Allround TT - Black/White/Team Gold""@en "" Puma Mens Soccer Cleats Turf Trainer 17011901 Gold ""@en'}"
1789,6529,1019,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Intel Core I7-6800K BROADWELL-E Processor 6 15M Cache 3.4GHZ Up to 3.60GHZ LGA 2011"" Unlocked - NCIX""'}

Entity 2:{'title': '""Crucial 4GB PC4-17000 288-pin DDR4 SDRAM DIMM""@en DIMM (CT4G4RFS8213)""@en'}"
1790,4001,1759,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Sandisk 64GB Ultra SDSDQL-064G microSDXC Card r30MB/s w12MB/s Class 10 Limited Stock""'}

Entity 2:{'title': '""Used Canon EOS 7D 18MP 1080HD DSLR Camera D - Good""@en "" Used DSLRs | Unique Photo ""@en'}"
1791,4083,4272,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Hamilton Jazzmaster Seaview Day Date Quartz Watch H37511131""'}

Entity 2:{'title': '""Unisex Loop 2 Smoky Black Bluetooth Activity Tracker Alarm Watch ""@de ""Fitness Uhren""@de'}"
1792,5758,10941,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""JORDAN AIR 1 MID ""@pl | CZARNY 469.99 PLN Sneakersy 554724040""@pl'}

Entity 2:{'title': '""Nike Roshe One""@en One Black 511881-026 - Purchaze""@en'}"
1793,5576,2333,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" Prada Papaya Saffiano Lux Leather Parabole Tote Bag BN2402 ""@en ""Prada - Yoogi\'s Closet""@en'}

Entity 2:{'title': '""Puma evoPOWER 3.2 FG - Blanc/Eclipse Totale/Lave""@fr "" Puma chaussures homme terrain sec- blanc-eclipse totale-lave ""@fr'}"
1794,5385,2967,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""495906-B21 HP X5560 2.80GHz ML350 G6"", ""Null"" ""New 495906-B21 G6 Wholesale Price 495906-B21""'}

Entity 2:{'title': '""Hamilton Khaki Field Officer Mechanical H69419363""@en ""HAMILTON KHAKI FIELD OFFICER MECHANICAL'}"
1795,3161,5101,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" LUMIX® GX1Body 16 Megapixel Compact System Camera (No Lens) ""@en, DMC-GX1BODY ""@en ""Panasonic Product Support - DMC-GX1KBODY""@en'}

Entity 2:{'title': '""Canon EF 85mm F1.8 USM""@en Aden Camera ""@en "" Canon USM | Digital SLR Cameras Toronto Canada Store'}"
1796,119,3368,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""325134-001 DL580R G2 (2P) Xeon 2.8GHz"", ""Null"" 2.8GHz Wholesale 325134-001 Price 325134-001""'}

Entity 2:{'title': '""Dior Chiffre Rouge Watch CD084B10M001"" CD084B10M001 | Dejaun Jewelers""'}"
1797,3921,5792,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Canon EOS 80D - body only"" "" Canon only 1263C004 Digital Cameras CDW.com'}

Entity 2:{'title': '""GoPro Camera Tethers""@en "" GoPro Tethers | Digital SLR Toronto Canada Store Cameras Aden ""@en'}"
1798,414,9180,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" Mens Casio G-Shock Mudman Alarm Chronograph Watch G-9300-1ER ""All Watches""'}

Entity 2:{'title': '""Mens Casio G-Shock Premium Mudmaster Compass Alarm Chronograph Radio Controlled Watch GWG-1000-1A3ER""'}"
1799,1377,4272,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Mens T-One Automatic Watch ""@de ""Tissot T-Eins Automatik watches""@de'}

Entity 2:{'title': '""Unisex Loop 2 Smoky Black Bluetooth Activity Tracker Alarm Watch ""@de ""Fitness Uhren""@de'}"
1800,1696,12656,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""TomTom Spark Fit - (Large) Nero""@it "" TomTom Accessori Nero ""@it'}

Entity 2:{'title': '""TomTom Runner 2 Cardio BLK/ANT (Large) - Black/Anthracite""@en "" TomTom Running Accessories Black/Anthracite ""@en'}"
1801,13357,253,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Nike Girls Lunarglide 7 (GS) - Black/Metallic Silver-White-Pink Pow""@en "" Nike Pow Shoes 747966-001 ""@en'}

Entity 2:{'title': '"" x Kylie Jenner Iconic Sunglasses in Black/Silver"" ""Accessories at SINGER22.com""'}"
1802,3770,10699,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""287497-B21 HP 1GB 266MHz DDR PC2100"", ""Null"" ""New 287497-B21 PC2100 Wholesale Price 287497-B21""'}

Entity 2:{'title': '""175924-001 HP 256MB DDR SDRAM Memory"", ""Null"" ""New 175924-001 Memory Wholesale Price 175924-001""'}"
1803,1696,5193,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""TomTom Spark Fit - (Large) Nero""@it "" TomTom Accessori Nero ""@it'}

Entity 2:{'title': '""Puma Junior evoPOWER 4.2 FG - Peacoat/Bianco/Plasma Splendente""@it "" Scarpe da Calcio Puma Splendente 10322801 ""@it'}"
1804,3396,9963,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""CANON EF 24-70 mm f/2.8L II USM objectif photo""@fr ""Objectif photo CANON en stock au meilleur prix - Miss Numerique ""@fr'}

Entity 2:{'title': '""Canon Digital 6D EF 24-105mm F4 Kit""@en-US Kit | Infocus Camera & Imaging""@en-US'}"
1805,5101,2053,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Canon EF 85mm f/1.8 USM Lens""@en ""Camera Lenses :: Canon Lens - Onestop Digital""@en'}

Entity 2:{'title': '""Sony FDR-AX33 Zwart - Prijzen ""@NL Tweakers""@NL'}"
1806,3770,11638,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""287497-B21 HP 1GB 266MHz DDR PC2100"", ""Null"" ""New 287497-B21 PC2100 Wholesale Price 287497-B21""'}

Entity 2:{'title': '""408851-B21 HP 2GB (2x1GB) PC2-5300 SDRAM Kit"", ""Null"" ""New 408851-B21 Kit Wholesale Price 408851-B21""'}"
1807,2922,3664,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '"" WD 6TB My Cloud Personal Network Attached Storage - NAS WDBCTL0060HWT-NESN ""@en-US ""WD | 5 Free Hosting""@en-US'}

Entity 2:{'title': '""Kingston HyperX Fury black HX421C14FB2K2/16 - Prijzen ""@NL Tweakers""@NL'}"
1808,12751,7209,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""GoPro HERO4 BLACK"" ""Sports & Action Video Cameras | Gear Outlet""'}

Entity 2:{'title': '""Ksix Selfie Extension For GoPro And Sport Cameras"" Cameras comprar e ofertas na Goalinn""'}"
1809,1154,1611,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Raymond Weil Tango Watch 8160-ST-00608"" ""Shop Raymond 5591-STP-00308 Watches | Costello Jewelry Company""'}

Entity 2:{'title': '""Ladies Classic Watch ""@de ""Calvin Klein Uhren und Schmuck | Official CALVIN KLEIN Stockist""@de'}"
1810,10582,1173,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Sony Alpha a6000 Mirrorless Digital Camera - Body only""@en-US ""Mirrorless Cameras | EISF""@en-US'}

Entity 2:{'title': '""Sony Alpha a7S II Mirrorless Digital Camera (BODY ONLY)""@en'}"
1811,10725,727,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""'}

Entity 2:{'title': '""Herren Casio G-Shock Wecker Chronograf Uhr GA-110LPA-1AER""@de'}"
1812,12510,1377,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Puma evoSPEED 4.5 FG - Blanco/Negro/Naranja""@es "" Puma Botas de futbol-Terrenos firmes-Blanco/Negro/Naranja ""@es'}

Entity 2:{'title': '""Reloj Tissot para Hombre de la colección T-One Automatic""@es Automatic - Tomas Colomer""@es'}"
1813,2967,5248,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Field Mechanical men´s watch""@en ""Hamilton Field watch H69419363 nur € 385.00""@en'}

Entity 2:{'title': '""Concave Halo 1.0 FG - Nero/Oro""@it "" Concave Scarpe Uomo Terreni Compatti Nero/Oro ""@it'}"
1814,10456,3922,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Puma evoSPEED 3.5 Lth FG - Puma White/Puma Black/Shocking Orange""@en "" Orange Mens Soccer Cleats Firm Ground ""@en'}

Entity 2:{'title': '""Puma King Allround TT - Black/White/Team Gold""@en "" Puma Mens Soccer Cleats Turf Trainer 17011901 Gold ""@en'}"
1815,4196,9881,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Veho - Muvi HD PRO 1080p Mini Camcorder ""@en """"@en'}

Entity 2:{'title': '""Sony HDR-CX110E HD Handycam Camcorder (Black) PAL""@en PAL - Fumfie.com""@en'}"
1816,3368,13176,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Dior Chiffre Rouge Watch CD084B10M001"" CD084850M001 | Dejaun Jewelers""'}

Entity 2:{'title': '""Dior Chiffre Rouge Watch CD084B40R001"" CD084510M003 | Dejaun Jewelers""'}"
1817,904,5758,"Enrich Entity 1 and Entity 2 with attributes: category/subcategory/brand/modelno/key_features. Return in json format.

 Entity 1:{'title': '""Asics Gel Resolution 7 White/Silver Men\'s Shoes""@us Shoes - TennisTopia""@us'}

Entity 2:{'title': '""NIKE JORDAN Air Jordan 1 Mid Shoe (554724-040) Sneakers for Men @ upclassics""'}"
