,ltable_id,rtable_id,l_entity,r_entity,label
870,578,37,"{
  ""title"": ""\""Canon VIXIA HF M500 (HFM500) Flash Memory Camcorder\""@en Camcorder - Fumfie.com""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""HFM500"",
  ""sku"": ""VIXIA\_HF\_M500"",
  ""key_features"": [""HD recording"", ""10x optical zoom"", ""Wi-Fi connectivity""]
}
","{'title': 'SanDisk - Extreme 64GB CompactFlash (CF) Memory Card', 'category': 'Flash Memory Cards', 'subcategory': 'CompactFlash (CF) Cards', 'brand': 'SanDisk', 'modelno': 'Unknown', 'sku': '64GB', 'key_features': ['133x (20MB/s) write speed', '160MB/s read speed', 'VPG-20 support', 'MagicGate compatible']}",0
871,472,472,"{'title': 'D-Link DCS-2332L Cámara de Seguridad HD WiFi Visión Nocturna@es Nocturna |PcComponentes@es', 'category': 'Cameras', 'subcategory': 'IP Cameras', 'brand': 'D-Link', 'modelno': 'DCS-2332L', 'sku': '2332L', 'key_features': ['HD WiFi', 'WiFi Visión Nocturna']}","{
  ""title"": ""\""Outdoor HD Wireless Day/Night Cloud Camera\""@nb \""DCS-2332L Outdoor Camera | D-Link Norge\""@nb"",
  ""category"": ""Security"",
  ""subcategory"": ""Outdoor Security Cameras"",
  ""brand"": ""D-Link"",
  ""modelno"": ""DCS-2332L"",
  ""sku"": ""Outdoor Camera"",
  ""key_features"": [""HD Resolution"", ""Day & Night"", ""Cloud Compatibility"", ""Weatherproof""]
}
",1
872,516,530,"{
  ""title"": ""\""Outdoor HD PoE Day/Night Fixed Mini Bullet Cloud Camera\""@sv \""DCS-7010L Outdoor Camera | D-Link Sweden\""@sv"",
  ""category"": ""Outdoor Security Cameras"",
  ""subcategory"": ""Bullet Cameras"",
  ""brand"": ""D-Link"",
  ""modelno"": ""DCS-7010L"",
  ""sku"": ""DCS-7010L"",
  ""key_features"": [""HD resolution"", ""Day/Night functionality"", ""PoE support"", ""Cloud connectivity""]
}
","{
  ""title"": ""\""Full HD Outdoor Mini Dome Camera\""@pl ""DCS-4802E Full Camera | D-Link Polska""@pl"",
  ""category"": ""Security"",
  ""subcategory"": ""Surveillance Cameras"",
  ""brand"": ""D-Link"",
  ""modelno"": ""DCS-4802E"",
  ""sku"": ""4802E"",
  ""key_features"": [""Full HD resolution"", ""Outdoor-ready"", ""Night vision"", ""Motion detection""]
}
",0
873,1045,1045,"{'title': 'Fujifilm Instax Mini 8 Deal- Black Camera, 3 Packs of Film and Bag', 'category': 'Cameras', 'subcategory': 'Instant Cameras', 'brand': 'Fujifilm', 'modelno': 'Instax Mini 8', 'sku': 'Black Camera, 3 Packs of Film and Bag', 'key_features': ['Instant Photography', '3-in-1 Package', 'Easy to Use']}","{
  ""title"": ""\""Fujifilm Instax Mini 8 Deal- Yellow Camera, 3 Packs of Film and Bag""@en "" Cameras | Unique Photo ""@en"",
  ""category"": ""Instant Camera"",
  ""subcategory"": ""Fujifilm Instax Mini 8"",
  ""brand"": ""Fujifilm"",
  ""modelno"": ""Instax Mini 8"",
  ""sku"": ""Fujifilm Instax Mini 8 Deal"",
  ""key_features"": [""Instant Film"", ""Credit Card Size Prints"", ""Selfie Mode"", ""Close-up Lens Attachment""]
}
",1
874,1130,778,"{
  ""title"": ""\""Logitech Webcam C930e\""@es"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Logitech"",
  ""modelno"": ""C930e"",
  ""sku"": ""99999999"",
  ""key_features"": [""1080p Full HD video"", ""Autofocus"", ""3x digital zoom""]
}
","{
  ""title"": ""\""Logitech C920 15MP 1920 x 1080pixels USB 2.0 Black webcam\"" \""Product data Logitech webcam webcams (960-001055 5099206061309)\"""",
  ""category"": ""Webcams"",
  ""subcategory"": ""Logitech Webcams"",
  ""brand"": ""Logitech"",
  ""modelno"": ""C920"",
  ""sku"": ""15MP 1920 x 1080pixels USB 2.0 Black"",
  ""key_features"": [""15MP"", ""1920 x 1080pixels"", ""USB 2.0"", ""Black""]
}
",0
875,742,897,"{
  ""title"": ""\""Olympus M.ZUIKO DIGITAL ED 40-150mm f 2.8 PRO Lens\""@en \""Buy Olympus Lens at Connection Public Sector Solutions\""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Olympus"",
  ""modelno"": ""M.ZUIKO DIGITAL ED 40-150mm f 2.8 PRO"",
  ""sku"": ""Lens"",
  ""key_features"": [""40-150mm focal length"", ""f/2.8 aperture"", ""Pro series"", ""Dust and splash-proof design""]
}
","{
  ""title"": ""\""Canon EOS 80D Digital SLR Camera w EF-S 18-134mm f 3.5-5.6 IS USM Lens\""@en \""Buy Canon at Connection Public Sector Solutions\""@en"",
  ""category"": ""Cameras & Optics"",
  ""subcategory"": ""Digital SLR Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS 80D"",
  ""sku"": ""Canon-EOS-80D"",
  ""key_features"": [""24.2MP APS-C CMOS sensor"", ""Dual Pixel CMOS AF"", ""3.0\"" vari-angle touchscreen"", ""1080p video recording at 60fps"", ""Wi-Fi and NFC connectivity""]
}
",0
876,1381,1381,"{
  ""title"": ""\""Netgear HD Security Camera Table Ceiling Wall Mount\""@en Mount (VMA1100-10000S)""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Security & Surveillance"",
  ""brand"": ""Netgear"",
  ""modelno"": ""VMA1100-10000S"",
  ""sku"": ""MT-VMA1100-10000S"",
  ""key_features"": [""HD resolution"", ""Table, ceiling, wall mount"", ""Adjustable angle""]
}
","{'title': 'Netgear VMA1100-10000S vma110010000s Arlo Table Ceiling Wall Mnt For Wire-Free Hd Sec Camera', 'category': 'Camera Mounts', 'subcategory': 'Arlo Camera Mounts', 'brand': 'Netgear', 'modelno': 'VMA1100-10000S', 'sku': 'VMA1100-10000S', 'key_features': ['Compatibility with Arlo cameras', 'Table, ceiling, and wall mounting options', 'Adjustable angle']}",1
877,1353,1353,"{
  ""title"": ""\""Canon FS200 Flash Memory Camcorder with 37x Optical Zoom (Sunrise Red)\""@en Red) - Fumfie.com""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""FS200"",
  ""sku"": ""680 KP"",
  ""key_features"": [""37x optical zoom"", ""flash memory camcorder"", ""Sunrise Red""]
}
","{
  ""title"": ""\""Canon FS200 Flash Memory Camcorder - 680 KP 37 x optical zoom Evening blue\""@en blue Fumfie.com\""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Camcorders"",
  ""brand"": ""Canon"",
  ""modelno"": ""FS200"",
  ""sku"": ""680 KP"",
  ""key_features"": [""37x Optical Zoom"", ""Full HD Video Recording"", ""Built-in Wi-Fi""]
}
",1
878,1279,255,"{
  ""title"": ""\""GoPro HDMI Cable\""@en \"" GoPro | Unique Photo \""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Accessories"",
  ""brand"": ""GoPro"",
  ""modelno"": ""HDMI Cable"",
  ""sku"": ""GOPR-HDMI-CBL"",
  ""key_features"": [""High-quality construction"", ""Compatibility with GoPro cameras"", ""Easy to use""]
}
","{
  ""title"": ""\""GoPro HERO3: Black Edition Camera""@en "" In-Car Video | Unique Photo ""@en"",
  ""category"": ""Sports & Outdoors"",
  ""subcategory"": ""Action Cameras"",
  ""brand"": ""GoPro"",
  ""modelno"": ""HERO3: Black Edition"",
  ""sku"": ""CHDHX-301"",
  ""key_features"": [""4K30 video"", ""12MP photos"", ""Wi-Fi"", ""Built-in GPS""]
}
",0
879,13,481,"{
  ""title"": ""\""Canon BG-E11 - battery grip\"" \"" Canon grip 5261B001 Digital Camera Accessories CDW.com"",
  ""category"": ""Digital Camera Accessories"",
  ""subcategory"": ""Battery Grips"",
  ""brand"": ""Canon"",
  ""modelno"": ""BG-E11"",
  ""sku"": ""5261B001"",
  ""key_features"": [""Improved ergonomics"", ""Additional battery capacity"", ""Faster charging""]
}
","{
  ""title"": ""\""Canon EOS 5D Mark II (no lens included)""@en \""Canon included) 21.1-megapixel digital SLR camera body with HD movie mode at Crutchfield.com ""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS 5D Mark II"",
  ""sku"": ""Body Only"",
  ""key_features"": [""21.1 MP full-frame CMOS sensor"", ""1080p HD video recording"", ""3.9 fps continuous shooting"", ""9-point autofocus system""]
}
",0
880,508,508,"{'title': 'SanDisk Extreme Pro - flash memory card 64 GB SDXC UHS-I Series', 'category': 'Flash Memory Cards', 'subcategory': 'SD Cards', 'brand': 'SanDisk', 'modelno': 'SDSDXXY-064G-X46', 'sku': 'SDSDXXY-064G-X46-GN', 'key_features': ['UHS-I', 'Up to 95 MB/s Read Speed', 'Up to 90 MB/s Write Speed', 'Built-in Write Protect Switch']}","{
  ""title"": ""\""SanDisk Extreme Pro SDXC 95MB/sec UHSI Card 64GB"" UHS-I -"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Memory & Storage"",
  ""brand"": ""SanDisk"",
  ""modelno"": ""Extreme Pro SDXC 64GB"",
  ""sku"": ""SDSDXXY-64G-G46A"",
  ""key_features"": [""95MB/sec"", ""UHSI"", ""UHS-I"", ""64GB"", ""SDXC""]
}
",1
881,444,1273,"{
  ""title"": ""\""Panasonic Lumix DMC-FX55 (Silver)\""@en, \""Panasonic (Silver) \""@en Overview - CNET""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""DMC-FX55"",
  ""sku"": ""Silver"",
  ""key_features"": [""12.2 MP"", ""Leica DC Vario-Elmarit Lens"", ""3.0-inch Touchscreen LCD""]
}
","{
  ""title"": ""Chromo 216 LED CI-216 Dimmable Ultra High Power Panel / Camcorder Video Digital SLR Camera Light for Canon, Nikon, Pentax, Panasonic,SONY, Samsung and Olympus Cameras""@en-US ""Lighting | EISF""@en-US,
  ""category"": ""Photography"",
  ""subcategory"": ""Lighting"",
  ""brand"": ""Chromo"",
  ""modelno"": ""CI-216"",
  ""sku"": ""CH-216"",
  ""key_features"": [""216 LEDs"", ""Dimmable"", ""Ultra high power"", ""Compatible with Canon, Nikon, Pentax, Panasonic, Sony, Samsung, and Olympus cameras""]
}
",0
882,1091,105,"{
  ""title"": ""\""Nikon AF-S Nikkor 55-300mm f/4.5-5.6G ED VR DX Lens\""@en \""Camera Lenses :: Nikon Lens - Onestop Digital\""@en"",
  ""category"": ""Camera Lenses"",
  ""subcategory"": ""Nikon Lens"",
  ""brand"": ""Nikon"",
  ""modelno"": ""55-300mm f/4.5-5.6G ED VR DX"",
  ""sku"": ""123456789"",
  ""key_features"": [""VR"", ""DX Lens"", ""ED Glass""]
}
","{
  ""title"": ""\""Nikon AF-S Nikkor 50mm f/1.8G Lens\""@en Lens - Fumfie.com""@en"",
  ""category"": ""Lenses"",
  ""subcategory"": ""Nikon Lens"",
  ""brand"": ""Nikon"",
  ""modelno"": ""50mm f/1.8G"",
  ""sku"": ""987654321"",
  ""key_features"": [""Fast Aperture"", ""Compact Design"", ""Auto Focus""]
}
",0
883,910,910,"{'title': '""Savage 19676 11 TROPHY HUNTER XP 223 NIKON ""@en, NIKON""@en', 'category': 'Hunting', 'subcategory': 'Rifles', 'brand': 'Savage Arms', 'modelno': '19676', 'sku': 'TROPHY HUNTER XP 223 NIKON', 'key_features': ['AccuTrigger', 'AccuStock', 'threaded barrel']}","{
  ""title"": ""\""Savage 19676 11 TROPHY HUNTER XP 223 NIKON""@en NIKON $480.00""@en"",
  ""category"": ""Sports"",
  ""subcategory"": ""Hunting"",
  ""brand"": ""Savage"",
  ""modelno"": ""19676"",
  ""sku"": ""TROPHY HUNTER XP 223"",
  ""key_features"": [""223 Remington"", ""11"", ""Synthetic Stock"", ""AccuTrigger""]
}
",1
884,468,343,"{'title': 'Bogen Manfrotto 501 Quick Release Plate Long', 'category': 'Camera Accessories', 'subcategory': 'Tripod Heads', 'brand': 'Manfrotto', 'modelno': '501PLONG', 'sku': 'Filmtools', 'key_features': ['Arca-Swiss compatible', 'Quick release plate', 'Long plate for better balance']}","{
  ""title"": ""\""Manfrotto 502HD Pro Video Head w/ Flat Base MVH502AH\"" \"" Manfrotto MVH502AH For sale! - EuroOptic.com\"""",
  ""category"": ""Cameras & Optics"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""MVH502AH"",
  ""sku"": ""502HD"",
  ""key_features"": [""3D fluid head"", ""Half-ball base"", ""Precision balancing""]
}
",0
885,842,652,"{
  ""title"": ""\""Kingston 32GB SDHC/SDXC UHS-I U3 Class 3 Flash Memory Card (SDA3/32GB)\""@en \""▷ Kingston (… | OcUK\""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Memory & Storage"",
  ""brand"": ""Kingston"",
  ""modelno"": ""SDA3/32GB"",
  ""sku"": ""SDHC/SDXC UHS-I U3 Class 3"",
  ""key_features"": [""UHS-I"", ""U3"", ""Class 3"", ""32GB""]
}
","{'title': 'Kingston High Speed Class 3 SD Memory Card 128GB SDXC', 'category': 'Electronics', 'subcategory': 'Memory Cards', 'brand': 'Kingston', 'modelno': 'SDXC LN65636', 'sku': 'SCAN UK', 'key_features': ['128GB storage capacity', 'Class 3 speed rating']}",0
886,329,987,,"{
  ""title"": "" D300s SLR Digital Camera (Body Only) ""Used Nikon 25464 B&H Photo"""",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Nikon"",
  ""modelno"": ""D300s"",
  ""sku"": ""Body Only"",
  ""key_features"": [""720p HD Video"", ""51-Point Autofocus System"", ""3D Tracking Focus System""]
}
",0
887,85,1120,"{
  ""title"": ""\""Canon Deluxe Gadget Bag 10EG (Holds 2 Cameras and 5 to 8 Lenses)\""@en (6231A001)@en"",
  ""category"": ""Camera Bags"",
  ""subcategory"": ""Gadget Bags"",
  ""brand"": ""Canon"",
  ""modelno"": ""10EG"",
  ""sku"": ""6231A001"",
  ""key_features"": [""Holds 2 Cameras"", ""Holds 5 to 8 Lenses"", ""Canon""]
}
",,0
888,621,621,"{'title': '""Manfrotto X-PRO 3-Way Head - tripod head"" "" Manfrotto head MHXPRO-3W Tripods CDWG.com""', 'category': 'Photography', 'subcategory': 'Tripods & Heads', 'brand': 'Manfrotto', 'modelno': 'MHXPRO-3W', 'sku': 'CDWG.com', 'key_features': ['3-Way Head', 'Q2 Quick Release']}","{
  ""title"": ""\""Manfrotto X-PRO 3-Way Tripod Head\""@en Head LN80207 - MHXPRO-3W | SCAN UK\""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Tripod Heads"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""X-PRO 3-Way"",
  ""sku"": ""LN80207"",
  ""key_features"": [""3-way pan/tilt head"", ""360° pan rotation"", ""90° tilt range"", ""Precise friction control"", ""Quick release plate""]
}
",1
889,1381,632,"{
  ""title"": ""\""Netgear HD Security Camera Table Ceiling Wall Mount\""@en Mount (VMA1100-10000S)""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Netgear"",
  ""modelno"": ""VMA1100-10000S"",
  ""sku"": ""MTX1100-10000S"",
  ""key_features"": [""Adjustable mount for table, ceiling, or wall"", ""Compatible with Netgear HD security cameras"", ""Easy installation""]
}
","{'title': 'Netgear Arlo Smart Home Security Kit', 'category': 'Security', 'subcategory': 'Smart Home Security', 'brand': 'Netgear', 'modelno': 'Not specified', 'sku': 'Not specified', 'key_features': ['HD video', 'Wireless', 'Smart home compatibility', 'Mobile app', 'Voice assistant integration']}",0
890,1279,578,"{
  ""title"": ""\""GoPro HDMI Cable\""@en \"" GoPro | Unique Photo \""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Accessories"",
  ""brand"": ""GoPro"",
  ""modelno"": ""HDMI Cable"",
  ""sku"": ""GPRO-HDMI"",
  ""key_features"": [""High-quality construction"", ""Compatibility with GoPro cameras"", ""HDMI interface""]
}
","{
  ""title"": ""\""Videocámara CANON HFM-500\""@es"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""HFM-500"",
  ""sku"": ""CAN-HFM500"",
  ""key_features"": [""High-resolution sensor"", ""HD video recording"", ""Wi-Fi connectivity""]
}
",0
891,660,150,"{
  ""title"": ""\""Sony AS30V High Definition POV Action Video Camera HDR-AS30V\"" \""Body Mounted Cameras - Page 2 | All Fitness Gadgets\"""",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Sony"",
  ""modelno"": ""HDR-AS30V"",
  ""sku"": ""AS30V"",
  ""key_features"": [""High Definition"", ""POV Action Video Camera"", ""HDR"", ""Wi-Fi"", ""120fps""]
}
","{
  ""title"": ""\""Garmin VIRB XE Action Camera - 010-01363-11\"" \"" Garmin Ultra 30 010-01529-03\"""",
  ""category"": ""Sports & Outdoors"",
  ""subcategory"": ""Fitness & Nutrition > Sports & Fitness Accessories > Action Cameras"",
  ""brand"": ""Garmin"",
  ""modelno"": ""VIRB XE"",
  ""sku"": ""010-01363-11"",
  ""key_features"": [""Action Camera"", ""Garmin Ultra 30"", ""010-01529-03""]
}
",0
892,750,84,"{
  ""title"": ""\""Canon LP-E17 - camera battery Li-Ion\"" \"" Canon Li-Ion 9967B002 # Digital Camera Accessories CDWG.com"",
  ""category"": ""Digital Camera Accessories"",
  ""subcategory"": ""Batteries"",
  ""brand"": ""Canon"",
  ""modelno"": ""LP-E17"",
  ""sku"": ""9967B002"",
  ""key_features"": [""Li-Ion"", ""Rechargeable""]
}
","{
  ""title"": ""\""Canon Power Shot SX510 HS Point-and-Shoot Camera\""@en Camera - Fumfie.com""@en"",
  ""category"": ""Point-and-Shoot Camera"",
  ""subcategory"": ""PowerShot"",
  ""brand"": ""Canon"",
  ""modelno"": ""SX510 HS"",
  ""sku"": ""Canon PowerShot SX510 HS"",
  ""key_features"": [""24-480mm Optical Zoom Lens"", ""20.3 Megapixel CMOS Sensor"", ""1080p Full HD Video Recording"", ""High Speed AF"", ""Intelligent IS""]
}
",0
893,558,558,"{
  ""title"": ""\""Kupo 40\"" Black Extension Grip Arm\""@en Arm KG203511 - Filmtools\""@en"",
  ""category"": ""Camera Accessories"",
  ""subcategory"": ""Grip Arms"",
  ""brand"": ""Kupo"",
  ""modelno"": ""KG203511"",
  ""sku"": ""SKU12345"",
  ""key_features"": [""Durable construction"", ""Adjustable length"", ""Easy to use""]
}
","{
  ""title"": ""\""Kupo 40-Inch Extension Grip Arm with Big Handle - Black, KG203511""@en-US ""Video Page 571 | EISF""@en-US"",
  ""category"": ""Photography"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Kupo"",
  ""modelno"": ""KG203511"",
  ""sku"": ""Video Page 571 | EISF"",
  ""key_features"": [""40-inch extension"", ""Big handle"", ""Kupo""]
}
",1
894,261,318,"{
  ""title"": ""\""Manfrotto Three-Section MT055XPRO3 Aluminum Tripod \""@en - Filmtools\""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Tripods"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""MT055XPRO3"",
  ""sku"": ""MT055XPRO3-Filmtools"",
  ""key_features"": [""3-section design"", ""aluminum construction"", ""quick-release plate""]
}
","{
  ""title"": ""\"" Manfrotto MT190XPRO4 Aluminum Tripod ""@en - Optics4Birding"",
  ""category"": ""Photography"",
  ""subcategory"": ""Tripods"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""MT190XPRO4"",
  ""sku"": null,
  ""key_features"": [""Aluminum Construction"", ""XPRO 4 Series"", ""4-Section Legs""]
}
",0
895,625,625,"{
  ""title"": ""\""Camera IP Wi-fi hồng ngoại không dây WTC IP9506\"" Nhà Phân Phối Camera WinTech"" IP9506"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""WinTech"",
  ""modelno"": ""IP9506"",
  ""sku"": ""WTC-IP9506"",
  ""key_features"": [""Wi-Fi connectivity"", ""Weatherproof"", ""HD resolution"", ""Night vision"", ""Motion detection""]
}
","{
  ""title"": ""\""Camera IP Wi-fi hồng ngoại không dây WTC IP9506\""@vi WinTech Việt Nam""@vi IP9506"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""WTC"",
  ""modelno"": ""IP9506"",
  ""sku"": ""IP9506"",
  ""key_features"": [""Wi-Fi connectivity"", ""Weatherproof"", ""HD resolution"", ""Night vision""]
}
",1
896,1323,843,"{
  ""title"": ""\""Canon Speedlite 270EX II\""@en \"" Canon II | Digital SLR Camera Toronto Canada Store Cameras Aden \""@en"",
  ""category"": ""Cameras & Optics"",
  ""subcategory"": ""Flashes & Accessories"",
  ""brand"": ""Canon"",
  ""modelno"": ""270EX II"",
  ""sku"": ""270EXII"",
  ""key_features"": [""Guide Number: 27"", ""Bounce Flash"", ""Manual Power Control""]
}
","{
  ""title"": ""\""Canon EOS 6D (Body) \"" Canon | Digital SLR Camera Cameras Toronto Canada Store Aden"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS 6D"",
  ""sku"": ""EOS 6D (Body)"",
  ""key_features"": [""Full-frame sensor"", ""3.2"" LCD screen"", ""Wi-Fi and GPS""]
}
",0
897,510,510,"{
  ""title"": ""Angle Finder C (Includes ED-C & ED-D Adapters for All SLR Cameras)"",
  ""category"": ""Photography"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Neewer"",
  ""modelno"": ""ANG1835"",
  ""sku"": ""1835"",
  ""key_features"": [""3.2\"" LCD screen"", ""90° rotatable screen"", ""HDMI output""]
}
","{'title': 'Canon Right Angle Finder C (Includes ED-C and ED-D Adapters for All SLR Camera)@en Digital Camera Viewfinder Attachment Accessories | Unique Photo @en', 'category': 'Photography', 'subcategory': 'Camera Accessories', 'brand': 'Canon', 'modelno': 'Ec-C', 'sku': '0381033310000', 'key_features': ['Compatibility with Canon SLR cameras', 'ED-C and ED-D adapters included', 'Easy attachment and detachment', 'Clear viewfinder']}",1
898,1198,1198,"{
  ""title"": ""\""Canon EOS 6D Digital SLR Camera Body with EF 24-105mm L IS USM Lens\""@en"",
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""DSLR Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS 6D"",
  ""sku"": ""24-105mm L IS USM Lens"",
  ""key_features"": [""Full HD Video Recording"", ""3.0-inch Clear View LCD"", ""11-Point AF System""]
}
","{
  ""title"": ""\""Canon EOS 6D(N) Digital Camera with Canon 24-105mm f/4.0L IS USM AF Lens\""@en Lens - Fumfie.com""@en"",
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""Digital SLR Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""6D(N)"",
  ""sku"": ""with Canon 24-105mm f/4.0L IS USM AF Lens"",
  ""key_features"": [""20.2 MP Full-Frame CMOS Sensor"", ""1080p Full HD Video"", ""3.0\"" Clear View LCD II""]
}
",1
899,1194,677,"{
  ""title"": ""\""Sony Alpha A7 (Body Only) (ILCE7/B)\""@en \"" Sony (ILCE7/B) | Digital SLR Camera Toronto Canada Store Cameras Aden \""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Sony"",
  ""modelno"": ""ILCE7/B"",
  ""sku"": ""Aden"",
  ""key_features"": [""Full-frame sensor"", ""Wi-Fi"", ""HD video recording""]
}
","{'title': 'Canon EF 70-200mm F4 L USM', 'category': 'Photography', 'subcategory': 'Lenses', 'brand': 'Canon', 'modelno': 'EF 70-200mm F4 L USM', 'sku': '2769B002', 'key_features': ['USM', 'Digital SLR', 'Toronto', 'Canada', 'Store']}",0
900,551,225,"{
  ""title"": ""\""Sony HDR-CX110 HD Handycam Camcorder (Black)\""@en (Black) - Fumfie.com""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Camcorders"",
  ""brand"": ""Sony"",
  ""modelno"": ""HDR-CX110"",
  ""sku"": ""Black"",
  ""key_features"": [""1080p Full HD recording"", ""3.0-inch LCD display"", ""Optical SteadyShot image stabilization""]
}
","{
  ""title"": ""\""SONY WX350 COMPACT CAMERA WITH 20X OPTICAL ZOOM - DSC-WX350 (B)""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Sony"",
  ""modelno"": ""WX350"",
  ""sku"": ""DSC-WX350 (B)"",
  ""key_features"": [""Zoom"", ""Resolution"", ""Battery Life""]
}
",0
901,252,252,"{
  ""title"": ""D-Link DCH-107KT Kit MyDLink Smart Home Security""@es Security - Black Friday 2017 ""@es"",
  ""category"": ""Security"",
  ""subcategory"": ""Smart Home Security"",
  ""brand"": ""D-Link"",
  ""modelno"": ""DCH-107KT"",
  ""sku"": ""MyDLink Smart Home Security"",
  ""key_features"": [""Smart Home Integration"", ""Remote Monitoring"", ""Motion Detection""]
}
","{'title': 'D-Link DCH-107KT Kit MyDLink Smart Home Security - Black Friday 2017', 'category': 'Electronics', 'subcategory': 'Smart Home & Security', 'brand': 'D-Link', 'modelno': 'DCH-107KT', 'sku': 'DCH107KT', 'key_features': ['2-in-1 Wi-Fi and Powerline kit', 'Easy setup and installation', 'Secure and stable connection', 'Ideal for smart home devices']}",1
902,1262,1262,"{
  ""title"": ""Caméscope de poing NXCAM AVCHD XAVC SONY HDTV PXW-X200 - Zoom 12x HXR-NX100 >"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Sony"",
  ""modelno"": ""PXW-X200"",
  ""sku"": ""HXR-NX100"",
  ""key_features"": [""12x Zoom"", ""AVCHD"", ""XAVC"", ""HDTV""]
}
","{
  ""title"": ""\""HXR-NX100 Camcorder NXCAM, CMOS Exmor™ R da 1\"", ottica zoom 48x - (XAVC S, AVCHD e DV)"",
  ""category"": ""Cameras & Optics"",
  ""subcategory"": ""Camcorders"",
  ""brand"": ""Sony"",
  ""modelno"": ""HXR-NX100"",
  ""sku"": ""NXCAM-001"",
  ""key_features"": [""1.0-type Exmor R CMOS sensor"", ""48x zoom"", ""XAVC S, AVCHD, and DV recording formats""]
}
",1
903,1353,37,"{
  ""title"": ""\""Canon FS200 Flash Memory Camcorder with 37x Optical Zoom (Sunrise Red)\""@en Red) - Fumfie.com""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""FS200"",
  ""sku"": ""RD-FS200"",
  ""key_features"": [""37x Optical Zoom"", ""Flash Memory Camcorder"", ""Sunrise Red""]
}
","{
  ""title"": ""\""SanDisk - Extreme 64GB CompactFlash (CF) Memory Card\""@en-US"",
  ""category"": ""Computers & Accessories"",
  ""subcategory"": ""Memory & Storage"",
  ""brand"": ""SanDisk"",
  ""modelno"": ""Extreme 64GB"",
  ""sku"": ""SDCFXPS-064G-AFFP"",
  ""key_features"": [""Up to 90MB/s read speed"", ""Up to 60MB/s write speed"", ""VPG-20 supported""]
}
",0
904,468,802,"{'title': 'Bogen Manfrotto 501 Quick Release Plate Long', 'category': 'Camera Accessories', 'subcategory': 'Tripod Heads', 'brand': 'Manfrotto', 'modelno': '501PLONG', 'sku': 'B07ZG2D1P6', 'key_features': ['Arca-Swiss compatible', 'Quick release plate', 'Long plate for better balance']}",,0
