,0,1,text
294,2332,304,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27580', 'price': 1892.99}

Entity 2:{'title': 'da-plex deluxe rear projection screen - 108 x 108 av format', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '', 'price': 7950.0}"
295,148,7233,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'xerox 108r00579 transfer roller', 'category': 'printers', 'brand': 'xerox', 'modelno': '108r00579', 'price': 199.88}

Entity 2:{'title': 'x651h11a high-yield toner 25000 page-yield black', 'category': 'inkjet printer ink', 'brand': 'lexmark', 'modelno': '', 'price': 413.69}"
296,769,18170,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'accell proultra 4m hdmi ethernet cable', 'category': 'tv accessories', 'brand': 'accell', 'modelno': 'b116c-013b-40', 'price': 29.88}

Entity 2:{'title': 'xantech 283dmw designer blink emitter single mini wire', 'category': 'printers', 'brand': 'xantech', 'modelno': '', 'price': ''}"
297,1863,8349,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'lexar media ljdff2gbasbna 2gb jumpdrive firefly usb 2.0 flash drive', 'category': 'usb drives', 'brand': 'lexar media', 'modelno': 'ljdff2gbasbna', 'price': 13.88}

Entity 2:{'title': 'maxell onyx 8gb usb 2.0 flash drive', 'category': 'usb flash drives', 'brand': 'maxell', 'modelno': '503052', 'price': 17.88}"
298,1573,12451,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'startech 3 slim 3.5 mm right angle stereo audio cable m m', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'mu3mms2ra', 'price': 7.88}

Entity 2:{'title': 'd-link dgs-1005g 5-port gigabit desktop switch', 'category': 'switches', 'brand': 'd-link', 'modelno': 'dgs-1005g', 'price': 27.88}"
299,1512,20843,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'uniden d1680 dect 6.0 with caller id and call waiting', 'category': 'electronics - general', 'brand': 'uniden', 'modelno': 'd1680', 'price': 33.84}

Entity 2:{'title': 'new-uniden d2998 dect 6.0 loud clear big button corded cordless phone with caller id digital answering machine - unnd2998', 'category': 'cordless telephones', 'brand': 'uniden', 'modelno': '', 'price': 93.99}"
300,2507,11043,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'griffin ipod touch 4g formfit case black clear', 'category': 'mp3 accessories', 'brand': 'arkon', 'modelno': 'gb01957', 'price': 17.13}

Entity 2:{'title': 'griffin reflect case for ipod touch 1g chrome', 'category': 'cases', 'brand': 'griffin technology', 'modelno': '8168-itreflct', 'price': 11.95}"
301,829,19123,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'joby gorillapod original yellow', 'category': 'photography - general', 'brand': 'joby', 'modelno': 'gp1ayen', 'price': 19.94}

Entity 2:{'title': 'prince of persia jc cs', 'category': 'audio video accessories', 'brand': 'encore', 'modelno': '21191', 'price': 12.54}"
302,1897,18698,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'startech 20 displayport cable with latches m m', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'displport20l', 'price': 44.0}

Entity 2:{'title': 'mini displayport to hdmi adapter', 'category': 'video cables', 'brand': 'siig', 'modelno': 'cb-dp0b11-s1', 'price': 15.14}"
303,693,1034,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'canon mp41dhii printing calculator', 'category': 'stationery & office machinery', 'brand': 'canon', 'modelno': 'mp41dhii', 'price': 70.88}

Entity 2:{'title': 'hp laserjet 42a black print cartridge in retail packaging', 'category': 'laser printer toner', 'brand': 'hp', 'modelno': 'q5942a', 'price': 125.0}"
304,1262,5355,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'manfrotto unica v dslr messenger bag', 'category': 'photography - general', 'brand': 'manfrotto', 'modelno': 'mb-sm390-5bc', 'price': 89.99}

Entity 2:{'title': 'tenba 638-613 mixx small camera shoulder bag black blue', 'category': 'cases bags', 'brand': 'tenba', 'modelno': '638-613', 'price': 44.95}"
305,1454,18357,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'lexmark x644a11a black toner print cartridge', 'category': 'stationery & office machinery', 'brand': 'lexmark', 'modelno': 'x644a11a', 'price': 326.24}

Entity 2:{'title': 'new-innovera d2130b - d2130b compatible high-yield toner 2500 page-yield black - ivrd2130b', 'category': 'computer accessories', 'brand': 'innovera', 'modelno': '', 'price': 78.0}"
306,81,17917,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack', 'category': 'stationery & office machinery', 'brand': 'innovera', 'modelno': '99650', 'price': 11.7}

Entity 2:{'title': 'new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505', 'category': 'storage presentation materials', 'brand': 'tops', 'modelno': '', 'price': 19.0}"
307,2328,16935,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'xantech 282d designer emitter single', 'category': 'stereos/audio', 'brand': 'xantech', 'modelno': '282d', 'price': 15.88}

Entity 2:{'title': 'xantech 283dmw designer blink emitter single mini wire', 'category': 'amplifier installation', 'brand': 'xantech', 'modelno': '', 'price': 13.0}"
308,693,8618,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'canon mp41dhii printing calculator', 'category': 'stationery & office machinery', 'brand': 'canon', 'modelno': 'mp41dhii', 'price': 70.88}

Entity 2:{'title': 'canon cli-226 black ink tank 4546b001 in retail packaging', 'category': 'inkjet printer ink', 'brand': 'canon', 'modelno': '4546b001', 'price': 13.97}"
309,1927,6913,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'iosafe rugged 500gb usb 3.0 portable external hard drive', 'category': 'hard drives', 'brand': 'iosafe', 'modelno': 'pa50500u5yr', 'price': 299.98}

Entity 2:{'title': 'incipio smart feather case for apple ipad 2 - lime ipad-228', 'category': 'cases sleeves', 'brand': 'incipio', 'modelno': 'ipad-228', 'price': 29.18}"
310,1405,18357,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'ibm 28p2010 black toner cartridge', 'category': 'printers', 'brand': 'ibm', 'modelno': '28p2010', 'price': 425.0}

Entity 2:{'title': 'new-innovera d2130b - d2130b compatible high-yield toner 2500 page-yield black - ivrd2130b', 'category': 'computer accessories', 'brand': 'innovera', 'modelno': '', 'price': 78.0}"
311,399,4613,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'motorola h17 bluetooth headset', 'category': 'electronics - general', 'brand': 'motorola', 'modelno': '89334m', 'price': 38.84}

Entity 2:{'title': 'motorola hk200 bluetooth headset black in sealed retail package .', 'category': 'bluetooth headsets', 'brand': 'motorola', 'modelno': '', 'price': 25.5}"
312,1577,21618,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'foldio p2 leather texture folio case for ipad 2 black', 'category': 'mp3 accessories', 'brand': 'scosche', 'modelno': 'ipd2flbk', 'price': 44.88}

Entity 2:{'title': 'simplism leather collection shoulder leather case for ipad snow white', 'category': 'cases sleeves', 'brand': 'simplism', 'modelno': 'tr-lcslipad-sw/en', 'price': 21.85}"
313,2365,18170,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'canon cli-226 black ink tank', 'category': 'printers', 'brand': 'canon', 'modelno': '4546b001', 'price': 13.97}

Entity 2:{'title': 'xantech 283dmw designer blink emitter single mini wire', 'category': 'printers', 'brand': 'xantech', 'modelno': '', 'price': ''}"
314,1861,10760,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'innovera d2130b black compatible high-yield toner print cartridge', 'category': 'printers', 'brand': 'innovera', 'modelno': 'd2130b', 'price': 58.9}

Entity 2:{'title': 'lexmark x644e x646e return program print cartridge', 'category': 'inkjet printer ink', 'brand': 'lexmark', 'modelno': 'x644a11a', 'price': 205.14}"
315,2094,10473,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'baltimore ravens ipod touch 4g hard case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4584', 'price': 29.99}

Entity 2:{'title': 'dallas cowboys ipod touch 4g hard case', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 29.99}"
316,1776,3253,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'sharp el1192bl printing calculator', 'category': 'stationery & office machinery', 'brand': 'sharp', 'modelno': 'el1192bl', 'price': 37.63}

Entity 2:{'title': 'xantech 283tpd designer twin plug blink emitter', 'category': 'printers', 'brand': 'xantech', 'modelno': '', 'price': 28.0}"
317,1992,10462,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'wintec filemate 4gb sdhc secure digital flash memory card', 'category': 'usb drives', 'brand': 'wintec', 'modelno': '3fmsd4gb-r', 'price': 7.99}

Entity 2:{'title': 'dane-elec high speed 300x 4 gb usb 2.0 compact flash card udma da-cf30-04g-c', 'category': 'blank media', 'brand': 'dane-elec', 'modelno': 'da-cf30-04g-c', 'price': 17.99}"
318,2492,16935,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'scosche 4 speaker adapter', 'category': 'car stereos', 'brand': 'scosche', 'modelno': 'sa41069', 'price': 29.88}

Entity 2:{'title': 'xantech 283dmw designer blink emitter single mini wire', 'category': 'amplifier installation', 'brand': 'xantech', 'modelno': '', 'price': 13.0}"
319,2476,16173,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'ifrogz ipod touch 4 luxe lean case white', 'category': 'mp3 accessories', 'brand': 'ifrogz', 'modelno': 'it4ll-wht', 'price': 24.99}

Entity 2:{'title': 'chicago bears ipod touch 4g hard case', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 29.99}"
320,1893,5235,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card', 'category': 'electronics - general', 'brand': 'evga', 'modelno': '01g-p3-1302-lr', 'price': 44.99}

Entity 2:{'title': 'visiontek radeon 6570 1 gb ddr3 pci express dvi-d hdmi vga graphics card 900370', 'category': 'graphics cards', 'brand': 'visiontek', 'modelno': '900370', 'price': 94.11}"
321,399,9164,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'motorola h17 bluetooth headset', 'category': 'electronics - general', 'brand': 'motorola', 'modelno': '89334m', 'price': 38.84}

Entity 2:{'title': '4gb edge proshot sdhc memory card class6', 'category': 'computers accessories', 'brand': 'edge', 'modelno': '', 'price': 17.83}"
322,1695,6913,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'smead recycled end tab fastener folders straight cut 11pt legal manila 50 box', 'category': 'stationery & office machinery', 'brand': '', 'modelno': '37160', 'price': 41.18}

Entity 2:{'title': 'incipio smart feather case for apple ipad 2 - lime ipad-228', 'category': 'cases sleeves', 'brand': 'incipio', 'modelno': 'ipad-228', 'price': 29.18}"
323,1992,6382,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'wintec filemate 4gb sdhc secure digital flash memory card', 'category': 'usb drives', 'brand': 'wintec', 'modelno': '3fmsd4gb-r', 'price': 7.99}

Entity 2:{'title': '4gb flash drive usb 2.0', 'category': 'usb flash drives', 'brand': 'imation', 'modelno': '18385', 'price': 13.63}"
324,1334,14518,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'canon cli-226 black ink tank', 'category': 'printers', 'brand': 'canon', 'modelno': '', 'price': 0.0}

Entity 2:{'title': 'canon l50 toner cartridge', 'category': 'laser printer toner', 'brand': 'canon', 'modelno': 'l50', 'price': 127.0}"
325,1564,17195,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'incipio smart feather for apple ipad 2 light blue', 'category': 'electronics - general', 'brand': 'incipio', 'modelno': 'ipad-227', 'price': 33.25}

Entity 2:{'title': 'pink oem incipio smart feather ultra thin case ipad-230 for apple ipad 2 use w apple smart cover', 'category': '', 'brand': 'karendeals', 'modelno': '', 'price': 29.95}"
326,1850,6972,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'innovera 7653 compatible ink 8000 page-yield red', 'category': 'printers', 'brand': 'innovera', 'modelno': '7653', 'price': 54.1}

Entity 2:{'title': 'hp q6511a laserjet 11a black print cartridge in retail packaging', 'category': 'laser printer toner', 'brand': 'hp', 'modelno': 'q6511a', 'price': ''}"
327,65,16350,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'epson t020201 color ink cartridge', 'category': 'printers', 'brand': 'epson', 'modelno': 't020201', 'price': 27.0}

Entity 2:{'title': 'xerox 108r00579 - 108r00579 transfer roller', 'category': 'home security systems', 'brand': 'xerox', 'modelno': '', 'price': ''}"
328,1626,811,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'hp q1421a universal semi-gloss photo paper', 'category': 'stationery & office machinery', 'brand': 'hp', 'modelno': 'q1421a', 'price': 94.88}

Entity 2:{'title': 'new-m4640 compatible remanufactured high-yield ink case pack 1 - 513508', 'category': 'computer accessories', 'brand': 'innovera', 'modelno': '', 'price': 43.99}"
329,2476,15247,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'ifrogz ipod touch 4 luxe lean case white', 'category': 'mp3 accessories', 'brand': 'ifrogz', 'modelno': 'it4ll-wht', 'price': 24.99}

Entity 2:{'title': 'baltimore ravens ipod touch 4g hard case', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 29.99}"
330,101,21901,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'case logic slr camera backpack', 'category': 'mp3 accessories', 'brand': 'case logic', 'modelno': 'dcb-309black', 'price': 79.99}

Entity 2:{'title': 'lowepro slingshot 100 all-weather digital camera backpack black', 'category': 'cases bags', 'brand': 'lowepro', 'modelno': '34736', 'price': 44.0}"
331,2037,11120,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'corsair xms2 4 gb 2 x 2 gb pc2-6400 800 mhz 240-pin ddr2 dual-channel memory kit - twin2x4096-6400c5', 'category': 'memory', 'brand': 'corsair', 'modelno': 'twin2x4096-6400c5', 'price': 74.82}

Entity 2:{'title': 'evga geforce 8400 gs 1 gb ddr3 pci-express 2.0 graphics card 01g-p3-1302-lr', 'category': 'graphics cards', 'brand': 'evga', 'modelno': '01g-p3-1302-lr', 'price': 38.99}"
332,184,5842,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'los angeles dodgers pink iphone 4 hard case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4450', 'price': 29.99}

Entity 2:{'title': 'michigan wolverines iphone 4 case silicone cover', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 17.99}"
333,1761,21802,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'buffalo technology linkstation duo 1 tb 2 x 500 gb network attached storage ls-wx1 .0 tl r1', 'category': 'networking', 'brand': 'buffalo technology', 'modelno': 'lswx10tlr1', 'price': 192.63}

Entity 2:{'title': 'buffalo technology ministation stealth 640 gb usb 2.0 portable external hard drive hd-pct640u2 b black', 'category': 'external hard drives', 'brand': 'buffalo technology', 'modelno': 'hd-pct640u2 / b', 'price': 75.98}"
334,1863,5571,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'lexar media ljdff2gbasbna 2gb jumpdrive firefly usb 2.0 flash drive', 'category': 'usb drives', 'brand': 'lexar media', 'modelno': 'ljdff2gbasbna', 'price': 13.88}

Entity 2:{'title': '16gb usb flash drive', 'category': 'usb flash drives', 'brand': 'sandisk', 'modelno': 'sdcz36-016g-p36', 'price': 17.86}"
335,2069,17488,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'kodak 10c color ink cartridge', 'category': 'printers', 'brand': 'kodak', 'modelno': '10c', 'price': 19.97}

Entity 2:{'title': 'new-7653 compatible ink 8000 page-yield red case pack 1 - 513443', 'category': 'computer accessories', 'brand': 'innovera', 'modelno': '', 'price': 97.3}"
336,95,16350,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'hp ce505xd black laserjet print cartridges 2pk', 'category': 'printers', 'brand': 'hp', 'modelno': 'hp ce505xd', 'price': 258.84}

Entity 2:{'title': 'xerox 108r00579 - 108r00579 transfer roller', 'category': 'home security systems', 'brand': 'xerox', 'modelno': '', 'price': ''}"
337,1217,6362,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'verbatim smartdisk acclaim 320gb usb portable hard drive blue', 'category': 'hard drives', 'brand': 'verbatim', 'modelno': 'ver97185', 'price': 59.84}

Entity 2:{'title': 'accell proultra supreme b116c-013b-40 high speed hdmi cable with ethernet 4m', 'category': 'hdmi cables', 'brand': 'accell', 'modelno': 'b116c-013b-40', 'price': 21.68}"
338,979,8934,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'simplism protector film for ipad', 'category': 'mp3 accessories', 'brand': 'simplism', 'modelno': 'trpfsipadagen', 'price': 23.41}

Entity 2:{'title': 'incipio smart feather case for apple ipad 2 - pink ipad-230', 'category': 'cases sleeves', 'brand': 'incipio', 'modelno': 'ipad-230', 'price': 25.02}"
339,421,17274,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'pendaflex 2 reinforced hanging file folder standard green 25 box', 'category': 'stationery & office machinery', 'brand': '', 'modelno': '4152x2', 'price': 24.94}

Entity 2:{'title': 'new-smead 37160 - recycled end tab fastener folders straight cut 11 point legal manila 50 box - smd37160', 'category': 'laminating supplies', 'brand': 'smead', 'modelno': '', 'price': 71.0}"
340,640,5038,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'oklahoma sooners iphone 4 case black shell', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva3161', 'price': 29.99}

Entity 2:{'title': 'griffin technology formfit for ipod touch 4g black clear', 'category': 'cases', 'brand': 'griffin technology', 'modelno': 'gb01957', 'price': 7.4}"
341,922,13540,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'simplism leather sleeve case for ipad 2 orange', 'category': 'mp3 accessories', 'brand': 'simplism', 'modelno': 'tr-lssipd2-or / en', 'price': 44.99}

Entity 2:{'title': 'scosche foldio p2 black leather texture folio case for ipad 2 ipd2flbk', 'category': 'laptop netbook computer accessories', 'brand': 'scosche', 'modelno': 'ipd2flbk', 'price': ''}"
342,2507,2788,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'griffin ipod touch 4g formfit case black clear', 'category': 'mp3 accessories', 'brand': 'arkon', 'modelno': 'gb01957', 'price': 17.13}

Entity 2:{'title': 'logitech wireless mouse m305 silver filament 910-002463', 'category': 'mice', 'brand': 'logitech', 'modelno': '910-002463', 'price': 20.95}"
343,1334,2867,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'canon cli-226 black ink tank', 'category': 'printers', 'brand': 'canon', 'modelno': '', 'price': 0.0}

Entity 2:{'title': 'kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black', 'category': 'digital cameras', 'brand': 'kodak', 'modelno': '', 'price': 104.95}"
344,65,21961,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'epson t020201 color ink cartridge', 'category': 'printers', 'brand': 'epson', 'modelno': 't020201', 'price': 27.0}

Entity 2:{'title': 'epson t044320 magenta ink cartridge', 'category': 'inkjet printer ink', 'brand': 'epson', 'modelno': 't0443', 'price': 11.99}"
345,286,6913,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'motion systems ipad01 charlie ipad sleeve black', 'category': 'mp3 accessories', 'brand': 'motion systems', 'modelno': 'ipad01-blk', 'price': 16.99}

Entity 2:{'title': 'incipio smart feather case for apple ipad 2 - lime ipad-228', 'category': 'cases sleeves', 'brand': 'incipio', 'modelno': 'ipad-228', 'price': 29.18}"
346,1194,10966,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'hp 75 tri-color inkjet cartridge cb337wn', 'category': 'printers', 'brand': 'hp', 'modelno': 'hp cb337wn140', 'price': 19.47}

Entity 2:{'title': 'hp laserjet 05x black dual pack cartridge in retail packaging ce505xd', 'category': 'laser printer toner', 'brand': 'hp', 'modelno': 'ce505xd', 'price': 235.11}"
347,1863,15262,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'lexar media ljdff2gbasbna 2gb jumpdrive firefly usb 2.0 flash drive', 'category': 'usb drives', 'brand': 'lexar media', 'modelno': 'ljdff2gbasbna', 'price': 13.88}

Entity 2:{'title': 'verbatim tuff-clip 8 gb usb 2.0 flash drive 97014 black', 'category': 'usb flash drives', 'brand': 'verbatim', 'modelno': '97014', 'price': 16.23}"
348,226,16173,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'los angeles angels of anaheim iphone 4 case silicone cover', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva3955', 'price': 24.99}

Entity 2:{'title': 'chicago bears ipod touch 4g hard case', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 29.99}"
349,2332,9553,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27580', 'price': 1892.99}

Entity 2:{'title': 'simplism protector film for ipad anti-glare', 'category': 'laptop netbook computer accessories', 'brand': 'simplism', 'modelno': 'tr-pfsipad-ag/en', 'price': 11.47}"
350,1217,5207,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'verbatim smartdisk acclaim 320gb usb portable hard drive blue', 'category': 'hard drives', 'brand': 'verbatim', 'modelno': 'ver97185', 'price': 59.84}

Entity 2:{'title': 'wintec filemate 4 gb compactflash card', 'category': 'memory cards', 'brand': 'wintec', 'modelno': '3fmcf4gb-r', 'price': 14.99}"
351,1413,2867,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'logitech 910-002463 wireless mouse m305 silver filament', 'category': 'mice', 'brand': 'logitech', 'modelno': '910-002463', 'price': 28.88}

Entity 2:{'title': 'kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black', 'category': 'digital cameras', 'brand': 'kodak', 'modelno': '', 'price': 104.95}"
352,876,713,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'sony rf wireless headphones mdrrf925rk', 'category': 'electronics - general', 'brand': 'sony', 'modelno': 'mdrrf925rk', 'price': 53.0}

Entity 2:{'title': 'motorola h17 bluetooth headset black', 'category': 'bluetooth headsets', 'brand': 'motorola', 'modelno': 'sj0979a', 'price': 24.94}"
353,2149,10785,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints', 'category': 'digital cameras', 'brand': 'kodak', 'modelno': 'm552pink', 'price': 94.54}

Entity 2:{'title': 'kodak easyshare m552 14mp digital camera with 5x optical zoom and 2.7-inch lcd in dark pink 4gb accessory kit', 'category': 'point shoot digital cameras', 'brand': 'kodak', 'modelno': 'm552', 'price': 119.95}"
354,1850,811,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'innovera 7653 compatible ink 8000 page-yield red', 'category': 'printers', 'brand': 'innovera', 'modelno': '7653', 'price': 54.1}

Entity 2:{'title': 'new-m4640 compatible remanufactured high-yield ink case pack 1 - 513508', 'category': 'computer accessories', 'brand': 'innovera', 'modelno': '', 'price': 43.99}"
355,320,5046,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'st. louis cardinals ipod touch 4g hard case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4549', 'price': 29.99}

Entity 2:{'title': 'griffin gb01967 outfit gloss for ipod touch 4g black', 'category': 'cases', 'brand': 'griffin technology', 'modelno': 'gb01967', 'price': 3.97}"
356,582,4817,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'ihome wireless optical mouse black', 'category': 'mice', 'brand': 'ihome', 'modelno': 'ih-m821wb', 'price': 25.56}

Entity 2:{'title': 'kensington k72353us wireless presenter pro with green laser pointer', 'category': 'laser pointers', 'brand': 'kensington', 'modelno': 'k72353us', 'price': 59.88}"
357,226,15247,"Enrich Entity 1 and Entity 2 with attributes: subcategory/key_features/sku/color. Return in json format.

Entity 1:{'title': 'los angeles angels of anaheim iphone 4 case silicone cover', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva3955', 'price': 24.99}

Entity 2:{'title': 'baltimore ravens ipod touch 4g hard case', 'category': 'computers accessories', 'brand': 'tribeca', 'modelno': '', 'price': 29.99}"
